Gene	Score
HIST1H3A	0.012598561999999999
AP2A1	0.012559104
TXNDC11	0.012551173
RBMS3	0.01251097
DISP2	0.012506204
KIAA2013	0.012428711
CCDC136	0.012428305
LOC100507077	0.012375453
LOC100129960	0.012371792
OR10A3	0.012364916
HAPLN1	0.01234606
TMEM151B	0.012335299
ZNF263	0.012332671000000002
REM2	0.012314298999999999
AKR1C4	0.01229188
ZG16B	0.012276713
B9D2	0.012225022
LOC284100	0.01219544
HSPB3	0.012194753999999999
CALCOCO2	0.012172789
EXT2	0.012130268
CECR5-AS1	0.012120546000000001
GTF2A1	0.012053266000000002
LOC100505738	0.01203947
CSTA	0.012006435
GALNT8	0.01198266
HKDC1	0.011974634
ASNS	0.011933982
SACS-AS1	0.011903703
DUSP18	0.011902995
MYO16	0.011893794
ZDHHC23	0.011871028
LMTK3	0.011855421000000001
LOC728431	0.011806568
GLB1L3	0.011780931000000001
LOC153469	0.011780318
LOC100130950	0.011736047
MYL12B	0.011707091000000001
LTBP1	0.011707023
CFB	0.01169891
DMRT3	0.011680211999999999
TTBK1	0.011661526
SERP1	0.011655148
LOC100505562	0.011615918000000001
PIK3CD	0.011615471
RGS9	0.011611063000000001
ANKRD13A	0.011585328999999998
ACSS2	0.011558466000000002
ARL13B	0.011557841999999999
DNHD1	0.011517827
GPD2	0.01149387
ALCAM	0.011490655
LINC00032	0.01148535
SUV39H1	0.011469992
NCOA5	0.011445232
AK1	0.011429186000000001
LYPD6B	0.011428325
GPM6B	0.011410027
A2M	0.011399
GIMAP6	0.011382271999999999
LOC100507403	0.011359113
KRTAP4-7	0.011340643999999999
CST4	0.011327074
RGAG1	0.011322821
PPP1R1C	0.011304783999999998
CPSF6	0.011254226
CNIH2	0.01121688
USP31	0.011212442
LY6G6F	0.011193965
MRPL1	0.011180836999999999
TACR3	0.011175234
CRYGS	0.0111598
FBXL16	0.011113808999999999
LOC100506661	0.011008313999999998
FAM65C	0.011001911000000001
TMED6	0.010990511000000001
GEMIN2	0.010919914
CATSPER2	0.010885653
PALB2	0.010873983
ENDOG	0.010849012
ACTL6A	0.010831705
C5orf47	0.010831381000000001
RPN1	0.01082965
ITGB2	0.010829053
IL17RD	0.010828078
XAF1	0.010821971000000001
KLHDC8A	0.01080009
BFSP2	0.010796517
FAM20A	0.010783372
C1GALT1C1	0.010743316999999999
SNAI3	0.010702425
MCM8	0.010676923
EGF	0.010655521000000001
CACNA2D2	0.010647443000000001
TNIP3	0.010639445
NEDD4L	0.010625617
IL9	0.010591952
DDX42	0.010577088
SPEF2	0.010557485
MAGEA4	0.010521748999999999
KLHDC8B	0.010515538
C1orf131	0.010488549
LOC146513	0.010487758
PPP3CA	0.010436881
GABRP	0.010417331
PC	0.010393328
ORAI3	0.010383416999999999
GLS2	0.010374639
LRRC17	0.010345955
PKP4	0.010308867
CKAP5	0.010291291999999999
TFF1	0.010279919
GLRX5	0.01027243
ZNF695	0.010223765
KRT7	0.010223557
GAL3ST4	0.010220989
TACC3	0.010211906
CTDSPL	0.010199869
LAMB4	0.010196474
CD1B	0.010191951999999999
RGMA	0.010170891999999999
ANP32D	0.01016058
MLL2	0.010147709
LOC100652898	0.010143786
LOC91450	0.010120664
PRAME	0.009957685
GPRIN2	0.009929196999999999
HSD17B2	0.009907992
TRIM21	0.009871741
TNFSF14	0.009870927
KIAA0415	0.009870518
SPDEF	0.009866048
CDH22	0.009827368000000001
LOC338739	0.009810206
THEMIS	0.009808107
SPIB	0.009791539
ZNF208	0.009789487
FAT1	0.00976678
HOPX	0.009740585
LOC100507013	0.009740154
ZAN	0.00970988
HLF	0.009704197
SHB	0.009701486
LOC100169752	0.009665498
DHX32	0.009663721
NLRC4	0.009656757
LOC100506489	0.009651122
DOK5	0.009643592
UBXN2A	0.009638242
C16orf58	0.009624278
DGKE	0.009606412
VIPR1	0.009603750999999999
ATP1B4	0.009591828
PSMA7	0.009591292
CHRDL2	0.009574616999999999
RNF207	0.009572632
PRDM1	0.009560522
ALAS2	0.009558098000000001
CNGA3	0.009539103
LPAR2	0.009533978
VSIG4	0.009524704
MAGEB18	0.009505346
DZIP1L	0.009493042
ACRV1	0.009491155
LOC100506130	0.009470373
LRRC29	0.009403096
GLIPR2	0.009273726
ENTHD1	0.009272015
TAF7	0.009244977
SH3BGRL	0.009219983000000001
PER2	0.009205857
ABI2	0.009197699
LOC100505650	0.009152150999999999
NFKBIL1	0.009141335
LASP1	0.009140378000000001
PPM1K	0.009106518000000001
OLFM3	0.009099325
WDFY1	0.009075636
PPOX	0.00906852
ACTN3	0.009060979
AP1S2	0.00904826
GPC1	0.009028599
GREM1	0.009013061999999999
SUOX	0.00899613
KRT71	0.008961085
KLK10	0.008948024
FONG	0.008944783000000001
C10orf116	0.008919357
TBC1D5	0.008892265
NARFL	0.008885576
GC	0.008877066999999999
CDK10	0.008875717
LINC00299	0.008872686999999999
CCR4	0.008839464
AKAP10	0.008824168
UBE2U	0.00881783
ZGLP1	0.008808187
PRSS12	0.008807691999999999
CLCC1	0.0087739
LOC729173	0.008766147
PTPMT1	0.008762299999999999
DRP2	0.00871611
TSPAN4	0.008710675
PAQR3	0.008691035
ZBED2	0.008686598
HOXB13	0.008669642
EBP	0.008664163
LOC285326	0.008640792
MOGAT1	0.008636715
AURKC	0.008632261
RCCD1	0.008621244
PSMA3	0.008609832
HIST1H3I	0.008604752
C20orf118	0.008593809
PVRL4	0.008571444000000001
MFAP2	0.008558616
B4GALNT1	0.008547071
LOC100506003	0.008486084
HEMGN	0.008481656
IVL	0.008479608000000001
BTN3A3	0.008473585
PHF19	0.008462588
ZNF346	0.008422846
PRPF40B	0.008371165
TFAP2E	0.008370739
FAM151A	0.008366778
LOC645591	0.008355089
LOC100506679	0.008339675
SPATA16	0.00833502
SNX3	0.008330129
C7orf69	0.008300211
SP140L	0.008286436
FITM1	0.00826999
LRRC7	0.008246801
POLE	0.008234829
C20orf96	0.008216808
SPRYD5	0.0082166
TROAP	0.008215881999999999
ACADS	0.008200925999999999
RBBP9	0.008182331
UBE2D3	0.008182135
SRBD1	0.008140981
LOC100507221	0.00813375
AP2S1	0.008115349000000001
PDHX	0.008109336
LOC100506652	0.008076355
GPM6A	0.008070558
KCTD10	0.008049831
NRSN2	0.007943671
PPIL3	0.007926322
ENSA	0.007917450999999999
ZNF521	0.007907947
ARVCF	0.007835415
OBP2A	0.00782701
DOCK10	0.007788794
NDRG2	0.007780714
C9orf140	0.007768314
PDZD11	0.007760436
CLU	0.007738165
GPRC5C	0.007719954
ISLR2	0.007689601
TRIM58	0.0076811019999999995
SPATA22	0.007680221
FAM55A	0.007661503
CHD7	0.007602449
SLC7A11	0.007588559
TMEM222	0.0075750769999999995
RGR	0.007572458000000001
PURG	0.007557974
LOC400692	0.007554319
PITPNM2	0.007528745999999999
RERGL	0.007523846
C9orf156	0.0075031740000000005
ERBB2	0.007491059
TP53	0.007469676999999999
SGMS2	0.0074661
CLDN5	0.007423841
SHC4	0.007412943000000001
YWHAB	0.0073508359999999995
NME3	0.007316987
IQCF3	0.007305964
GPR115	0.00727084
ITPKC	0.0072559059999999995
CASP8	0.007245221
CA5B	0.007225673
EFNB3	0.0071957340000000005
MAP1LC3B	0.007165891
BUD31	0.007146638
PMP2	0.0071447130000000005
FIGN	0.007124861
BTD	0.007103756
PNPLA2	0.007090826
DNAJC8	0.007077853
CHRM3	0.007063245
GUCY1B3	0.007041543000000001
LOC100128252	0.007021463
SEC24A	0.006975195
LOC100506834	0.00697019
SREK1	0.006951522
LOC100131067	0.006950455
RNF157	0.006943189000000001
NKX6-1	0.006917803
ZFYVE28	0.0068963769999999995
KIR2DL1	0.00686885
GLYCTK	0.006841651999999999
MATL2963	0.006841602
KCNN3	0.00683794
GPA33	0.006810927
CNOT4	0.006758241
TMEM207	0.00673879
GDF5	0.006734906
PROSER1	0.006718724000000001
HCG22	0.006704626
TBC1D2B	0.00669766
C9orf46	0.006695825
TRAV12-3	0.00668734
SLC2A3	0.0066767269999999995
PGF	0.006661027
SLMAP	0.006622601
PRSS50	0.006616023
OR2C3	0.006604413000000001
COL16A1	0.006596347
LOC100133985	0.006577585
ACP5	0.006574844
NXPH4	0.006551831
DKK3	0.0065219169999999995
CXCL16	0.006507229000000001
ZNF2	0.006495562
MORN1	0.006484879
ZNF35	0.006482244
KIAA0040	0.00646032
FAM190A	0.006455265
MPZL2	0.006450219
NAT1	0.006431323
PRDM4	0.006422755
TPT1	0.0064143590000000006
DLL4	0.006376365
CST6	0.006375845
WNT16	0.006373953000000001
LOC340107	0.006361461999999999
LDHD	0.006355085
LOC100505758	0.006354893
TP53I13	0.006352208000000001
TSSC4	0.006350031999999999
RBM26-AS1	0.006291008000000001
WFDC12	0.006274975
SLMO1	0.006263276999999999
CCDC54	0.006231789000000001
ACTRT2	0.0062075690000000005
PURA	0.00619132
MC5R	0.006171296
ACADVL	0.006164131999999999
C7orf53	0.00615247
ABCA6	0.006140895
LOC100507466	0.006138441999999999
LOC151300	0.00612647
SLC9A9	0.006125443
SLAMF6	0.006116946
LOC100289509	0.006057496999999999
C17orf70	0.006033068000000001
LOC645249	0.00603215
FBXW5	0.006025606
LOC100507291	0.006019131
LUZP4	0.006015541
MRPL13	0.006011219
KCNS2	0.005996048
OSM	0.005993231
ADRBK2	0.0059543009999999995
MAPKAPK2	0.005932827
LOC283888	0.0059253990000000005
HIATL1	0.005888366
RACGAP1P	0.005856598
CDK5	0.005848412
ITIH5	0.005847092
NAALADL1	0.005846574
MYO10	0.005818058
SAMD14	0.005804437
COMMD2	0.005787423000000001
WASL	0.00576352
APOA4	0.005759942
GALNT10	0.005757536999999999
PAFAH1B1	0.005746571999999999
ATXN1L	0.005746416
SLC25A24	0.005736134
KPTN	0.0057294730000000006
SNORA72	0.005707172
ST6GALNAC3	0.0057044769999999995
ADAMTS15	0.005634620999999999
AQP8	0.0056286140000000005
HNRNPL	0.005628228000000001
MTMR1	0.005624978
SPDYE1	0.005579147
CHML	0.005577736
AIM1L	0.005554088
GRHL3	0.005517103000000001
KBTBD6	0.00547803
SNRPD1	0.005476791
CPNE3	0.005465113000000001
CLEC4C	0.005464758
GIT2	0.005458863
BTBD16	0.005453772
EDN3	0.0054423169999999995
SLC30A4	0.00543837
LOC728730	0.005435924
SLC4A11	0.005434344
MIR3682	0.00540329
TRMT2B	0.005386913
LOC100506030	0.005357356
CLTC	0.005345551
ARHGAP19	0.005325611
FLJ90757	0.00531775
SYNE1	0.005313158
TUBBP5	0.005262235
CA9	0.005243032
AGPAT1	0.005204086
LOC100507629	0.005173908
COQ7	0.005131791
SPATA4	0.00513078
TBX15	0.005127462
CDH3	0.005106245
LRRC71	0.005066726
CPLX2	0.005065862
C1orf220	0.005058498
REG1A	0.005058455
NR1H2	0.005042619
OR12D3	0.005029398
IKZF2	0.005022263
DFNA5	0.004993678
TRPC6	0.004949627
CCNA2	0.004913162
BATF2	0.004901268
EYA4	0.004887197
SPATA12	0.004880801
TMEM45A	0.004810374
LSM1	0.004792137
RAP1GAP2	0.004776139
LOC401324	0.004741126
SAMD11	0.004726574
C10orf76	0.004702123
CD59	0.004700327
TBP	0.004698794
C17orf37	0.0046912559999999996
SORCS1	0.004673515
RAD21-AS1	0.004659361
ATP6V1B2	0.004656005
SRP19	0.004610469
ALB	0.004597403
PSG11	0.00456803
FBRSL1	0.004566321
C1QTNF4	0.00456357
ARSA	0.004539980999999999
SIPA1L3	0.004536259
OR7C2	0.004512404
SLC25A17	0.004508298
LOC100129597	0.004473557
TRMT12	0.0044600659999999995
CBLL1	0.004456766
LOC151760	0.004431875
MGC57346	0.004389807
TUBB1	0.004389587
GKN2	0.004384547
KCNH3	0.00435266
ISG15	0.0043347279999999995
UNC13A	0.004303914
CCDC115	0.004302932
ZNF185	0.0042723
PIGW	0.0042354490000000005
SENP5	0.0042335770000000005
SVIL	0.004214219
HSPB7	0.0042098890000000005
PHAX	0.004193948
VSIG10L	0.004192839
FAM198A	0.004172889
NKAIN4	0.004119855
NME9	0.004117231
CIITA	0.004093615
METTL21C	0.0040934429999999996
HLTF	0.004074615
ABCB1	0.004068746
LOC339788	0.004062551
ANO3	0.004053424
ITGB1BP1	0.004048765
LOC285758	0.004039569000000001
PSMD10	0.004031
GSTA3	0.0040242920000000005
LMF1	0.004014163
FAM20C	0.003994104
SNRNP48	0.0039833279999999995
SYCP2	0.003962608
BZRAP1	0.003956691
SNX22	0.003941583
SLC13A1	0.00394076
LOC285972	0.003939817
DTNA	0.003931555
SEC61G	0.0039185159999999995
RAB27B	0.0038917879999999998
LCE2B	0.0038774120000000002
LOC286149	0.0038665690000000003
TES	0.003856575
EMX2	0.003819217
FEM1C	0.003816451
RPTN	0.003811157
LOC100506526	0.0038060000000000004
PALLD	0.0038048609999999997
HIST1H4B	0.0037542240000000004
C1orf111	0.003725053
LOC149086	0.003715592
C3orf23	0.003710836
PCNXL3	0.0036966240000000004
ZMYND8	0.003678382
PLLP	0.003668137
ASB15	0.003658753
FUZ	0.00364762
MCPH1	0.0036474190000000003
TMEM187	0.003646048
DDA1	0.00363455
SPAG8	0.0036263420000000003
UBE2L3	0.003590448
MTMR12	0.0035786840000000004
HEATR7B1	0.003545255
PCP2	0.003543959
C2orf73	0.003537388
LOC401321	0.0035120290000000003
NTS	0.003491241
HDAC2	0.003489935
OLR1	0.003483966
HIST1H2BA	0.003469288
PRPF38A	0.003435156
RIIAD1	0.00338843
SLC41A2	0.003338467
MFSD6L	0.003305955
NDRG4	0.003296845
PIGA	0.003261718
CHST9-AS1	0.003253135
C20orf165	0.003241333
ANGPTL3	0.0032303320000000003
TLE4	0.003222216
MRGPRX3	0.003208765
RHOD	0.003167964
C5orf27	0.00310248
MIR143HG	0.003086604
TMEM192	0.003039412
C2orf74	0.003028693
DOCK4	0.0030092709999999996
C11orf57	0.0029987290000000003
C1QL1	0.002967277
KLC3	0.002950565
TXLNB	0.002935612
RIPPLY2	0.0029353659999999996
LOC400794	0.0029270740000000004
HIST1H1A	0.002898716
CXorf58	0.002897895
LOC100287765	0.002882528
SEMA3D	0.002856048
TUBAL3	0.002809607
CDH7	0.00279948
HSF4	0.002793296
QRICH1	0.002766793
LOC100507300	0.002730508
TPST2	0.002703364
RAB26	0.0026551409999999998
SLC29A3	0.002654397
LILRA1	0.00261051
CEP250	0.002591785
LY6G6E	0.0025654939999999998
SCEL	0.002562118
SYAP1	0.002549047
FBXO46	0.002545088
USF2	0.002483131
C10orf25	0.0024723970000000003
USP21	0.0024655560000000003
RBM20	0.0024554629999999997
TNS3	0.00244952
CHST1	0.002399192
KAZN	0.00238441
C21orf59	0.002358551
WIF1	0.0023423370000000003
ZIC2	0.002288301
PHF12	0.002287681
TIE1	0.002286826
CRLS1	0.002286111
ITGAV	0.002264707
FLJ43390	0.002231543
POP4	0.002219073
FLJ32955	0.00218585
LINC00290	0.002182773
RAP1GAP	0.002172084
NEK8	0.002167873
WAS	0.002151084
UBR1	0.002147207
COX19	0.002127179
ZNF561	0.002110383
HIBCH	0.002104104
KHDRBS3	0.002093213
CDK5RAP3	0.002089939
MAGEE2	0.002024511
MRPS26	0.0019997310000000003
DNAJC13	0.0019451
KRTAP9-4	0.0019365139999999999
TOR1AIP2	0.001932345
CD33	0.001913682
ST7	0.0019043279999999998
DDI1	0.001888682
FLJ39080	0.00186705
C1orf158	0.001866199
RGS18	0.001839283
SEC31A	0.0018226879999999998
MAG	0.001798989
FAM120AOS	0.00178722
MANEA	0.0017273660000000001
TAS1R2	0.001715509
RPS6KA3	0.0017090439999999998
CSRP2	0.001706236
VIPR2	0.001700937
IL20	0.001681966
DNAJA4	0.0016565120000000002
CDH11	0.0016347529999999999
CASP14L	0.00161514
PGAM2	0.00161215
DTX4	0.0016118979999999998
LOC646627	0.0015566579999999998
HTRA1	0.001536161
AMMECR1L	0.001533197
NPPB	0.001531504
SYCP3	0.001456685
BACE2	0.001456448
KCTD12	0.00143341
CHL1-AS2	0.001313793
KIN	0.001238895
AMICA1	0.001238155
MCM2	0.001238012
RAB6B	0.001225299
LOC100133039	0.0012155789999999998
ZNF804B	0.0011969939999999998
MYADM	0.0011711480000000001
DDX4	0.001109829
AKR1C3	0.001089739
SLC17A3	0.001075994
PTPDC1	0.001044031
LRG1	0.00104369
FAM32A	0.00096872
MATR3	0.000967109
FAIM	0.0009256980000000001
LOC91948	0.000923375
MYO5A	0.000916598
SLC2A4RG	0.0008950739999999999
CHRNG	0.000881188
CALML5	0.000879083
HSPB8	0.000875435
GZMH	0.000847988
PEX10	0.00084268
OR5P3	0.000839716
LINC00487	0.000812726
C10orf122	0.000805858
GABRG2	0.0007958430000000001
VNN2	0.000789933
SPRY3	0.000780749
LRRC58	0.0007736310000000001
ERVV-1	0.00077191
HIST1H4A	0.000766576
FAM167A	0.0007425760000000001
UBAP1	0.000739416
PKD2L1	0.000712002
C7orf49	0.000696088
CCBE1	0.000665427
LOC338862	0.000641093
ORC6	0.0006303519999999999
UNG	0.000622632
GZMB	0.000554728
GPR174	0.000548985
TSTA3	0.000525533
MMRN2	0.000481504
E2F7	0.000446926
RRN3P3	0.00040501400000000004
LOC647323	0.00039354900000000004
ITM2C	0.00039334
DHX40	0.000374976
PCOLCE	0.000356013
ADAM2	0.000355566
AP3M1	0.00034958300000000004
HDC	0.000276405
LIMD2	0.000274843
TRIM29	0.000251529
PALMD	0.000241858
ADAM6	0.00023956299999999998
ANO10	0.000224669
STK40	0.000212792
PEG10	0.000199601
RPRD1B	0.000186104
GXYLT2	0.000182261
SLC6A14	0.000179475
RB1	0.000175825
CLDND1	0.00016032
TYW5	0.000153394
MFF	0.000115136
GLRX	8.52e-05
ITIH2	8.22e-05
NHLRC2	3.3299999999999996e-05
VSTM4	-1.59e-05
APOL1	-4.210000000000001e-05
CELF2	-5.629999999999999e-05
LOC440117	-6.409999999999999e-05
BCL2L15	-9.27e-05
MSC	-0.00011585299999999999
LOC100506470	-0.000117521
HIST1H2BD	-0.000127298
CALHM3	-0.000134911
LOC728819	-0.00015366700000000002
MFAP3L	-0.00015899
MSL2	-0.000185108
CLDN23	-0.00020458099999999998
C12orf77	-0.000242348
RBM23	-0.000245597
PAFAH1B2	-0.00026534400000000004
ZNF775	-0.000280866
HMGCS1	-0.000348221
PEX11G	-0.000365233
LINC00112	-0.00036778
RNF138	-0.00039186
SFRP4	-0.000408609
NCAPG2	-0.00042541800000000005
RREB1	-0.000429581
TMEM151A	-0.000433615
UBR5	-0.00045259900000000004
CLEC12B	-0.000505426
ADAM19	-0.000507909
ZNF512B	-0.000586191
ATP8A1	-0.000629109
LOC730091	-0.000632368
MAP2K6	-0.000653626
TYRO3P	-0.000662076
ANKRD30A	-0.000679824
ST7L	-0.000699489
LOC100289092	-0.0007599960000000001
EFS	-0.000787578
CSN2	-0.000791703
CYB5B	-0.000799534
ALKBH3	-0.000833202
KIF26A	-0.000841994
LOC100506421	-0.000859975
LOC100505903	-0.000872156
UBR4	-0.0008741080000000001
CDKL5	-0.000898945
SIGLECP3	-0.000917565
WIPF3	-0.0009402360000000001
PILRB	-0.000964472
JOSD2	-0.001000075
FILIP1L	-0.001022972
LOC100132356	-0.001041646
FOS	-0.00104361
NUP62	-0.001068022
TEX22	-0.001106013
RPAP3	-0.001109224
ZNF229	-0.001117292
HEYL	-0.001127534
MRPL33	-0.001139185
C8orf56	-0.0011674930000000001
SLC22A4	-0.001171766
AKR1C2	-0.001188679
ANPEP	-0.001203393
PQLC2	-0.0012367839999999999
TAB2	-0.001273537
NGEF	-0.001276723
DNAH10	-0.001279036
GIN1	-0.001306302
TOX4	-0.001314122
ARHGEF9	-0.001316689
ZNF408	-0.0013237
SYBU	-0.001334135
PRSS58	-0.001339304
HRASLS2	-0.0013445920000000001
C21orf67	-0.001345225
LOC386758	-0.001366477
UACA	-0.001372105
LOC100506591	-0.001391455
OR2K2	-0.00145134
PAK7	-0.0014643079999999999
SPAG17	-0.0014684960000000001
CMTM2	-0.001544744
C13orf30	-0.001590187
CREM	-0.001633366
BAI1	-0.001687798
TWIST2	-0.001705795
SSR4	-0.001712241
SNX20	-0.001722929
ABCC9	-0.001729215
DBH-AS1	-0.0017833839999999998
GPR110	-0.001791039
MRPL17	-0.001804668
BAIAP2L1	-0.0018622270000000002
SYCE1	-0.001872206
KLRC3	-0.00188261
NEU1	-0.00188754
TLN1	-0.001894228
C1QTNF6	-0.00189831
ATP5A1	-0.001899345
LIPJ	-0.001924055
LOC100506358	-0.0019304670000000002
MKL1	-0.001936356
DPPA2	-0.001939543
SYCN	-0.001940359
COL5A3	-0.001996864
SFT2D3	-0.002003933
GHRLOS2	-0.002011591
EML6	-0.002025023
ID3	-0.002034128
COPB2	-0.0020460179999999997
MCOLN1	-0.0020473220000000003
SGK494	-0.002060287
SNRPB2	-0.002097947
RASL12	-0.002121861
LINC00313	-0.002129874
LOC100505828	-0.002136028
MYCBP2	-0.002146315
LRRC20	-0.002161756
DLL3	-0.002163675
MT1M	-0.002165657
IFT43	-0.00220562
HBXIP	-0.002252647
ZNF830	-0.002275681
NOL3	-0.00227728
MGC34800	-0.0022875589999999998
SPSB4	-0.002305412
BFSP1	-0.002342815
BMP5	-0.002386725
BSN-AS2	-0.002403144
DYRK2	-0.002447164
GRIN3A	-0.002462607
BRI3	-0.002472506
PCK2	-0.002517035
OLFM4	-0.002518255
MYL12A	-0.002531968
MYOZ2	-0.0025449229999999997
TPRG1L	-0.002548899
ITM2B	-0.002576447
HERC6	-0.002605819
HSPH1	-0.002621261
TECRL	-0.002621724
CNOT3	-0.002625998
CBFA2T3	-0.002691963
INSL6	-0.002803448
COL12A1	-0.0028165029999999997
CKMT2	-0.002829465
ERBB2IP	-0.0028519870000000003
RNF39	-0.0028756090000000003
IGSF11-AS1	-0.002890546
NIN	-0.0029016579999999997
ANKRD17	-0.002914371
LOC100506767	-0.002950878
ABCA13	-0.00296205
C15orf17	-0.002982963
TRAV23DV6	-0.002984873
CTDSP1	-0.0030013
LOC100144604	-0.003002962
FRMD1	-0.0030539129999999997
YTHDF3	-0.003090559
MMP27	-0.0031231979999999998
MKLN1	-0.003125551
SLC13A2	-0.003132927
GPSM2	-0.003143785
TMEM53	-0.00314849
TET3	-0.003192848
MAP1LC3C	-0.003251987
LOC286059	-0.003268863
ZNF879	-0.003323748
SRCAP	-0.0033536509999999996
MIS18A	-0.003358934
ILF2	-0.0033637959999999996
BDKRB2	-0.003383305
CRP	-0.0033907359999999997
FASLG	-0.003413313
UMOD	-0.00347598
ALG13	-0.003505994
FLJ35390	-0.003513959
GPR82	-0.0035156209999999996
ALPK1	-0.003567988
PRKAG1	-0.003601998
HCK	-0.0036028640000000003
SEPN1	-0.003635583
FLJ45513	-0.0036923459999999996
HESX1	-0.003698008
ATXN7L3B	-0.003705988
CEP85	-0.00370868
A1BG-AS1	-0.0037423820000000003
SLC28A3	-0.00375109
C10orf28	-0.0037599609999999996
F3	-0.0037791929999999997
LOC100505878	-0.0037977009999999997
TMEM184C	-0.003811449
STK32B	-0.003845757
SPN	-0.003853736
C19orf79	-0.0038555779999999997
SEMA6D	-0.0038602690000000004
SGMS1	-0.0038694940000000002
RSPO2	-0.003898827
TNFRSF19	-0.00390276
MPP5	-0.003912306
SLC25A42	-0.003976737
KCNIP1	-0.003988188
IFIT1	-0.003988383
KIR3DL2	-0.003997761
ARMCX5-GPRASP2	-0.004034436
TAF5	-0.004080635
IQSEC3	-0.004093927
OSBPL7	-0.0040940659999999995
DCX	-0.004095953
C7orf74	-0.004096631
TOMM40L	-0.004133475
SPICE1	-0.004179022
PYCARD	-0.004183771
PSMB9	-0.0041871320000000005
LOC100506941	-0.004188502
GLOD5	-0.004188748
GNL2	-0.00421402
PIGV	-0.004219945
CYP17A1	-0.004232314
FIP1L1	-0.004238353
RGS13	-0.004267077
C20orf152	-0.0043232259999999995
SIN3A	-0.004329553
CSTB	-0.00435253
CNBD1	-0.004379501
CHGB	-0.004395642
SIN3B	-0.004398699999999999
PPY2	-0.004426401
ZBED4	-0.0044404940000000006
SPNS2	-0.004442693
HINT1	-0.004447385
TANC2	-0.004473151
PEBP4	-0.004500116
KCNA7	-0.004503904
C5orf15	-0.004520008
YIPF4	-0.004521140999999999
FCRL3	-0.004530505
CMYA5	-0.004536113
VPREB1	-0.004553779
POGLUT1	-0.004563762
TNMD	-0.004573108
KCNJ2	-0.004591558
ANAPC7	-0.004600031
CLDN20	-0.00466887
AHCYL2	-0.004680435
MARK2	-0.004682563
TCHP	-0.004699695
TTC9B	-0.004738678
LOC100652768	-0.004747478
PLS1	-0.004763995
SLC44A1	-0.00482401
FCAR	-0.004828627
TGIF1	-0.004873504
PHF2P1	-0.004887324
MICAL2	-0.004892126
FGF13	-0.004894664
ABCC6	-0.004937934000000001
KIAA1751	-0.004958659
KRTCAP2	-0.004963355
C5orf62	-0.00496754
FKTN	-0.005000388
DPH3	-0.005009711
LOC285205	-0.0050299459999999995
ZNFX1	-0.005062319
UROS	-0.005071867
SMARCA1	-0.0050755309999999994
TGFA	-0.005092292
SEMA3B	-0.005116417
ABHD11	-0.0051434340000000005
MAST1	-0.00515245
PLEKHF1	-0.00515481
THOC6	-0.005165785
LOC100289361	-0.005172987
ABHD4	-0.005202217
UBN1	-0.0052147159999999994
MEIG1	-0.005215345
CAMK4	-0.005236198
HOXA5	-0.005238056
PMCHL2	-0.005288918
CDH4	-0.00530792
CBX5	-0.0053101730000000005
ECSCR	-0.005313769
NRM	-0.005324045
USP25	-0.005345855
PPP2R4	-0.005425479
TAS2R14	-0.0054283000000000005
SLC22A3	-0.005443892
VIT	-0.00544398
TMEM144	-0.0054458269999999994
GOT1	-0.00548661
LOC283194	-0.005502839
CACNG2	-0.005523597
RNASE6	-0.005523953000000001
LTBP3	-0.005545016999999999
ROM1	-0.005559817
FAM46C	-0.0055758890000000005
CCDC159	-0.005583699
RANBP3L	-0.005603058
IRX1	-0.005616518000000001
CKM	-0.005618284
UAP1L1	-0.005625731
C5orf32	-0.005675766
PIK3R6	-0.005692996
DNMT3A	-0.005693545
PPIL2	-0.005704257
DHRS3	-0.005745197
C9orf53	-0.005773043
LOC100506195	-0.005814135
SRPK3	-0.005817551999999999
KEAP1	-0.005881199
DPP3	-0.005910575
EFCAB4B	-0.005941623
PMCH	-0.005954131999999999
HMHA1	-0.005955376
ASCC3	-0.005959315
CAPRIN1	-0.005961064
LOC100131138	-0.005970416
CCDC114	-0.005991069
MYH11	-0.0059987140000000005
MBP	-0.00600051
VRK2	-0.006001028
ACTR3C	-0.006007881999999999
EFNA3	-0.006019975
PTTG1	-0.0060249019999999995
ADAMTS13	-0.006041126
OSBPL9	-0.006044181
ADH6	-0.006048459
TXNL4A	-0.006048905
OSR2	-0.006059154000000001
DEFB132	-0.006071865
SLC5A12	-0.006081553000000001
C15orf37	-0.006087291
CEPT1	-0.00609784
PPP2R3C	-0.006104364
LINC00477	-0.006109454
RAD21L1	-0.006125529
KHDC1	-0.006153208
RPA2	-0.00616294
BANK1	-0.006196805
TIAM1	-0.006245693
C21orf37	-0.0062595969999999996
CFHR2	-0.0062668490000000006
TMED7	-0.006273799
FOXO3	-0.00629058
VAV3	-0.006298321999999999
IFITM10	-0.006351019
C21orf88	-0.006356683
PSD	-0.006394057
LRP3	-0.006396035
GATC	-0.006431008
ACSM5	-0.006431541
LOC401588	-0.006450843
DKFZP564C196	-0.006527445
EID3	-0.006534956999999999
TMEM87B	-0.00655173
MPRIP	-0.006557281
KLHL32	-0.0065617869999999995
TAP1	-0.006591223
C14orf82	-0.006618051
OCA2	-0.006622853000000001
KCTD19	-0.0066428730000000005
PLA2G4C	-0.006697763000000001
BATF	-0.006700345999999999
IP6K2	-0.006746545
LOC100507108	-0.006767003000000001
CACHD1	-0.00684335
