	gene.list	gene.scores
10567	PQLC2	-0.001236784
10568	TAB2	-0.001273537
10569	NGEF	-0.001276723
10570	DNAH10	-0.001279036
10571	GIN1	-0.001306302
10572	TOX4	-0.001314122
10573	ARHGEF9	-0.001316689
10574	ZNF408	-0.0013237
10575	SYBU	-0.001334135
10576	PRSS58	-0.001339304
10577	HRASLS2	-0.001344592
10578	C21orf67	-0.001345225
10579	LOC386758	-0.001366477
10580	UACA	-0.001372105
10581	LOC100506591	-0.001391455
10582	OR2K2	-0.00145134
10583	PAK7	-0.001464308
10584	SPAG17	-0.001468496
10585	CMTM2	-0.001544744
10586	C13orf30	-0.001590187
10587	CREM	-0.001633366
10588	BAI1	-0.001687798
10589	TWIST2	-0.001705795
10590	SSR4	-0.001712241
10591	SNX20	-0.001722929
10592	ABCC9	-0.001729215
10593	DBH-AS1	-0.001783384
10594	GPR110	-0.001791039
10595	MRPL17	-0.001804668
10596	BAIAP2L1	-0.001862227
10597	SYCE1	-0.001872206
10598	KLRC3	-0.00188261
10599	NEU1	-0.00188754
10600	TLN1	-0.001894228
10601	C1QTNF6	-0.00189831
10602	ATP5A1	-0.001899345
10603	LIPJ	-0.001924055
10604	LOC100506358	-0.001930467
10605	MKL1	-0.001936356
10606	DPPA2	-0.001939543
10607	SYCN	-0.001940359
10608	COL5A3	-0.001996864
10609	SFT2D3	-0.002003933
10610	GHRLOS2	-0.002011591
10611	EML6	-0.002025023
10612	ID3	-0.002034128
10613	COPB2	-0.002046018
10614	MCOLN1	-0.002047322
10615	SGK494	-0.002060287
10616	SNRPB2	-0.002097947
10617	RASL12	-0.002121861
10618	LINC00313	-0.002129874
10619	LOC100505828	-0.002136028
10620	MYCBP2	-0.002146315
10621	LRRC20	-0.002161756
10622	DLL3	-0.002163675
10623	MT1M	-0.002165657
10624	IFT43	-0.00220562
10625	HBXIP	-0.002252647
10626	ZNF830	-0.002275681
10627	NOL3	-0.00227728
10628	MGC34800	-0.002287559
10629	SPSB4	-0.002305412
10630	BFSP1	-0.002342815
10631	BMP5	-0.002386725
10632	BSN-AS2	-0.002403144
10633	DYRK2	-0.002447164
10634	GRIN3A	-0.002462607
10635	BRI3	-0.002472506
10636	PCK2	-0.002517035
10637	OLFM4	-0.002518255
10638	MYL12A	-0.002531968
10639	MYOZ2	-0.002544923
10640	TPRG1L	-0.002548899
10641	ITM2B	-0.002576447
10642	HERC6	-0.002605819
10643	HSPH1	-0.002621261
10644	TECRL	-0.002621724
10645	CNOT3	-0.002625998
10646	CBFA2T3	-0.002691963
10647	INSL6	-0.002803448
10648	COL12A1	-0.002816503
10649	CKMT2	-0.002829465
10650	ERBB2IP	-0.002851987
10651	RNF39	-0.002875609
10652	IGSF11-AS1	-0.002890546
10653	NIN	-0.002901658
10654	ANKRD17	-0.002914371
10655	LOC100506767	-0.002950878
10656	ABCA13	-0.00296205
10657	C15orf17	-0.002982963
10658	TRAV23DV6	-0.002984873
10659	CTDSP1	-0.0030013
10660	LOC100144604	-0.003002962
10661	FRMD1	-0.003053913
10662	YTHDF3	-0.003090559
10663	MMP27	-0.003123198
10664	MKLN1	-0.003125551
10665	SLC13A2	-0.003132927
10666	GPSM2	-0.003143785
10667	TMEM53	-0.00314849
10668	TET3	-0.003192848
10669	MAP1LC3C	-0.003251987
10670	LOC286059	-0.003268863
10671	ZNF879	-0.003323748
10672	SRCAP	-0.003353651
10673	MIS18A	-0.003358934
10674	ILF2	-0.003363796
10675	BDKRB2	-0.003383305
10676	CRP	-0.003390736
10677	FASLG	-0.003413313
10678	UMOD	-0.00347598
10679	ALG13	-0.003505994
10680	FLJ35390	-0.003513959
10681	GPR82	-0.003515621
10682	ALPK1	-0.003567988
10683	PRKAG1	-0.003601998
10684	HCK	-0.003602864
10685	SEPN1	-0.003635583
10686	FLJ45513	-0.003692346
10687	HESX1	-0.003698008
10688	ATXN7L3B	-0.003705988
10689	CEP85	-0.00370868
10690	A1BG-AS1	-0.003742382
10691	SLC28A3	-0.00375109
10692	C10orf28	-0.003759961
10693	F3	-0.003779193
10694	LOC100505878	-0.003797701
10695	TMEM184C	-0.003811449
10696	STK32B	-0.003845757
10697	SPN	-0.003853736
10698	C19orf79	-0.003855578
10699	SEMA6D	-0.003860269
10700	SGMS1	-0.003869494
10701	RSPO2	-0.003898827
10702	TNFRSF19	-0.00390276
10703	MPP5	-0.003912306
10704	SLC25A42	-0.003976737
10705	KCNIP1	-0.003988188
10706	IFIT1	-0.003988383
10707	KIR3DL2	-0.003997761
10708	ARMCX5-GPRASP2	-0.004034436
10709	TAF5	-0.004080635
10710	IQSEC3	-0.004093927
10711	OSBPL7	-0.004094066
10712	DCX	-0.004095953
10713	C7orf74	-0.004096631
10714	TOMM40L	-0.004133475
10715	SPICE1	-0.004179022
10716	PYCARD	-0.004183771
10717	PSMB9	-0.004187132
10718	LOC100506941	-0.004188502
10719	GLOD5	-0.004188748
10720	GNL2	-0.00421402
10721	PIGV	-0.004219945
10722	CYP17A1	-0.004232314
10723	FIP1L1	-0.004238353
10724	RGS13	-0.004267077
10725	C20orf152	-0.004323226
10726	SIN3A	-0.004329553
10727	CSTB	-0.00435253
10728	CNBD1	-0.004379501
10729	CHGB	-0.004395642
10730	SIN3B	-0.0043987
10731	PPY2	-0.004426401
10732	ZBED4	-0.004440494
10733	SPNS2	-0.004442693
10734	HINT1	-0.004447385
10735	TANC2	-0.004473151
10736	PEBP4	-0.004500116
10737	KCNA7	-0.004503904
10738	C5orf15	-0.004520008
10739	YIPF4	-0.004521141
10740	FCRL3	-0.004530505
10741	CMYA5	-0.004536113
10742	VPREB1	-0.004553779
10743	POGLUT1	-0.004563762
10744	TNMD	-0.004573108
10745	KCNJ2	-0.004591558
10746	ANAPC7	-0.004600031
10747	CLDN20	-0.00466887
10748	AHCYL2	-0.004680435
10749	MARK2	-0.004682563
10750	TCHP	-0.004699695
10751	TTC9B	-0.004738678
10752	LOC100652768	-0.004747478
10753	PLS1	-0.004763995
10754	SLC44A1	-0.00482401
10755	FCAR	-0.004828627
10756	TGIF1	-0.004873504
10757	PHF2P1	-0.004887324
10758	MICAL2	-0.004892126
10759	FGF13	-0.004894664
10760	ABCC6	-0.004937934
10761	KIAA1751	-0.004958659
10762	KRTCAP2	-0.004963355
10763	C5orf62	-0.00496754
10764	FKTN	-0.005000388
10765	DPH3	-0.005009711
10766	LOC285205	-0.005029946
10767	ZNFX1	-0.005062319
10768	UROS	-0.005071867
10769	SMARCA1	-0.005075531
10770	TGFA	-0.005092292
10771	SEMA3B	-0.005116417
10772	ABHD11	-0.005143434
10773	MAST1	-0.00515245
10774	PLEKHF1	-0.00515481
10775	THOC6	-0.005165785
10776	LOC100289361	-0.005172987
10777	ABHD4	-0.005202217
10778	UBN1	-0.005214716
10779	MEIG1	-0.005215345
10780	CAMK4	-0.005236198
10781	HOXA5	-0.005238056
10782	PMCHL2	-0.005288918
10783	CDH4	-0.00530792
10784	CBX5	-0.005310173
10785	ECSCR	-0.005313769
10786	NRM	-0.005324045
10787	USP25	-0.005345855
10788	PPP2R4	-0.005425479
10789	TAS2R14	-0.0054283
10790	SLC22A3	-0.005443892
10791	VIT	-0.00544398
10792	TMEM144	-0.005445827
10793	GOT1	-0.00548661
10794	LOC283194	-0.005502839
10795	CACNG2	-0.005523597
10796	RNASE6	-0.005523953
10797	LTBP3	-0.005545017
10798	ROM1	-0.005559817
10799	FAM46C	-0.005575889
10800	CCDC159	-0.005583699
10801	RANBP3L	-0.005603058
10802	IRX1	-0.005616518
10803	CKM	-0.005618284
10804	UAP1L1	-0.005625731
10805	C5orf32	-0.005675766
10806	PIK3R6	-0.005692996
10807	DNMT3A	-0.005693545
10808	PPIL2	-0.005704257
10809	DHRS3	-0.005745197
10810	C9orf53	-0.005773043
10811	LOC100506195	-0.005814135
10812	SRPK3	-0.005817552
10813	KEAP1	-0.005881199
10814	DPP3	-0.005910575
10815	EFCAB4B	-0.005941623
10816	PMCH	-0.005954132
10817	HMHA1	-0.005955376
10818	ASCC3	-0.005959315
10819	CAPRIN1	-0.005961064
10820	LOC100131138	-0.005970416
10821	CCDC114	-0.005991069
10822	MYH11	-0.005998714
10823	MBP	-0.00600051
10824	VRK2	-0.006001028
10825	ACTR3C	-0.006007882
10826	EFNA3	-0.006019975
10827	PTTG1	-0.006024902
10828	ADAMTS13	-0.006041126
10829	OSBPL9	-0.006044181
10830	ADH6	-0.006048459
10831	TXNL4A	-0.006048905
10832	OSR2	-0.006059154
10833	DEFB132	-0.006071865
10834	SLC5A12	-0.006081553
10835	C15orf37	-0.006087291
10836	CEPT1	-0.00609784
10837	PPP2R3C	-0.006104364
10838	LINC00477	-0.006109454
10839	RAD21L1	-0.006125529
10840	KHDC1	-0.006153208
10841	RPA2	-0.00616294
10842	BANK1	-0.006196805
10843	TIAM1	-0.006245693
10844	C21orf37	-0.006259597
10845	CFHR2	-0.006266849
10846	TMED7	-0.006273799
10847	FOXO3	-0.00629058
10848	VAV3	-0.006298322
10849	IFITM10	-0.006351019
10850	C21orf88	-0.006356683
10851	PSD	-0.006394057
10852	LRP3	-0.006396035
10853	GATC	-0.006431008
10854	ACSM5	-0.006431541
10855	LOC401588	-0.006450843
10856	DKFZP564C196	-0.006527445
10857	EID3	-0.006534957
10858	TMEM87B	-0.00655173
10859	MPRIP	-0.006557281
10860	KLHL32	-0.006561787
10861	TAP1	-0.006591223
10862	C14orf82	-0.006618051
10863	OCA2	-0.006622853
10864	KCTD19	-0.006642873
10865	PLA2G4C	-0.006697763
10866	BATF	-0.006700346
10867	IP6K2	-0.006746545
10868	LOC100507108	-0.006767003
10869	CACHD1	-0.00684335
10870	SLC22A18	-0.006906251
10871	MDS2	-0.006922023
10872	MB21D2	-0.006930593
10873	VKORC1	-0.00693466
10874	MMAB	-0.006951288
10875	HYAL4	-0.006956853
10876	ARPC5L	-0.006958006
10877	PCDH11Y	-0.006977401
10878	C14orf48	-0.006978247
10879	LOC729852	-0.006982447
10880	KLRAP1	-0.006987956
10881	IYD	-0.006993908
10882	ARHGAP27	-0.007043165
10883	MAFF	-0.007087855
10884	ODZ2	-0.007115391
10885	APOL3	-0.007127417
10886	ZNF516	-0.007136443
10887	GNB5	-0.007146516
10888	VPS35	-0.007152556
10889	CST3	-0.007156094
10890	FAM24B	-0.007190978
10891	APBB3	-0.007196641
10892	MTSS1	-0.0072086
10893	KIAA0195	-0.00721541
10894	SDC1	-0.007231669
10895	CYTH3	-0.007299118
10896	LPP	-0.007335741
10897	PTPRH	-0.00735065
10898	ZNF19	-0.007374455
10899	GOLM1	-0.007388293
10900	FOXP1	-0.00739404
10901	EMILIN1	-0.007494712
10902	ANLN	-0.007496733
10903	GORASP1	-0.007502946
10904	CD82	-0.007628249
10905	ZNF79	-0.007630262
10906	HDDC3	-0.007644997
10907	SENP6	-0.007654573
10908	JTB	-0.007657475
10909	LINC00305	-0.007675933
10910	LOC643650	-0.007734031
10911	LRRTM1	-0.007756511
10912	GALNT7	-0.007758479
10913	B2M	-0.007759304
10914	CSNK1D	-0.007785797
10915	POLR2L	-0.007817486
10916	MDH1	-0.007834221
10917	RUSC2	-0.007840623
10918	SLC5A9	-0.007854938
10919	RIMKLB	-0.007867454
10920	RBFOX2	-0.007872983
10921	GSTA1	-0.007874181
10922	POLB	-0.007908982
10923	ZNF529	-0.007912349
10924	LMAN2L	-0.007929931
10925	TSEN15	-0.007931764
10926	TUBA3C	-0.007936816
10927	SLK	-0.00793778
10928	CSH1	-0.007960321
10929	IGSF21	-0.007966808
10930	PARG	-0.007982954
10931	PUS3	-0.008026103
10932	WNT7B	-0.008027782
10933	KCNAB1	-0.008038501
10934	NPC1L1	-0.008056126
10935	HIF3A	-0.008107173
10936	RPL23AP32	-0.00811724
10937	C1orf74	-0.008121445
10938	ZBTB25	-0.008143213
10939	DCAF6	-0.008178437
10940	CCDC167	-0.008193245
10941	PAM	-0.008197149
10942	PPP2R1A	-0.00820626
10943	NRN1	-0.008227042
10944	AKR1C1	-0.008248408
10945	XDH	-0.008274267
10946	UPK1B	-0.008292584
10947	USP34	-0.00831841
10948	PDLIM2	-0.008320069
10949	FLJ20021	-0.008338232
10950	LOC285441	-0.008343021
10951	USP35	-0.008345427
10952	EPS15L1	-0.008356758
10953	APOBEC3F	-0.008380477
10954	ZNF202	-0.008385438
10955	NDUFB4	-0.008389684
10956	TRAF3IP1	-0.008414448
10957	AGBL3	-0.008419707
10958	ACAP3	-0.008435231
10959	SLC23A1	-0.008435865
10960	MBTPS2	-0.008449643
10961	CCDC77	-0.008463401
10962	TMOD4	-0.008467522
10963	ULK4	-0.00849932
10964	DNAJC17	-0.008505264
10965	LOC100133461	-0.008511395
10966	MIA2	-0.008515116
10967	SDPR	-0.008529289
10968	LEPRE1	-0.008535848
10969	PCDHB12	-0.008567941
10970	GAK	-0.008569406
10971	ZNF440	-0.008608598
10972	C1orf213	-0.008613044
10973	CD79B	-0.008645316
10974	ZC3H12D	-0.008654358
10975	H2AFZ	-0.008655484
10976	C19orf47	-0.008659539
10977	LXN	-0.008734112
10978	GCM2	-0.008740224
10979	DHX15	-0.008740293
10980	ZNF501	-0.008775242
10981	C14orf102	-0.008804274
10982	HIST1H4F	-0.008829878
10983	GSTO2	-0.008848971
10984	PRCC	-0.008866806
10985	LOC100272217	-0.008871998
10986	ZCCHC7	-0.008880601
10987	CTNNA1	-0.008890888
10988	SPOCK2	-0.008897214
10989	DNAH12	-0.008945298
10990	RPAIN	-0.008945622
10991	ART3	-0.00895339
10992	DVL3	-0.009001823
10993	LIN7A	-0.009009398
10994	MORF4L2	-0.009052744
10995	MXRA5	-0.009138312
10996	SLIT2-IT1	-0.009182174
10997	CECR2	-0.009205355
10998	KIAA0649	-0.009207913
10999	ANKS1B	-0.009210094
11000	PLXNA4	-0.009221069
11001	BMP2	-0.009234069
11002	NUDT2	-0.009256646
11003	ITPKB	-0.00927822
11004	ZNF783	-0.009286667
11005	NXNL2	-0.009297214
11006	SGPP2	-0.009299
11007	PSPC1	-0.009340422
11008	TAZ	-0.009352588
11009	SMC3	-0.009370778
11010	PNPLA5	-0.009378224
11011	FAM71F2	-0.009396818
11012	ADAMTSL4	-0.009453553
11013	MICU1	-0.00946263
11014	PDE6A	-0.009516052
11015	CXCR7	-0.009541642
11016	GIMAP2	-0.009583392
11017	VCPIP1	-0.009612939
11018	PTEN	-0.009614497
11019	RXFP3	-0.00963204
11020	BBS2	-0.009642906
11021	LOC93622	-0.009653744
11022	TTTY15	-0.009657108
11023	DLGAP3	-0.009660389
11024	CA3	-0.009675511
11025	CCDC3	-0.009676799
11026	ENO3	-0.009797968
11027	KRT2	-0.009817083
11028	ZNF668	-0.009834079
11029	LOC554206	-0.009859999
11030	TMEM229B	-0.009874898
11031	GSTM4	-0.009936295
11032	NDUFA13	-0.009963823
11033	C3orf43	-0.009966629
11034	CITED2	-0.009969871
11035	LOC100505971	-0.0099735
11036	ODAM	-0.010035235
11037	NSFL1C	-0.01004966
11038	KRT80	-0.01005054
11039	CCDC66	-0.010065181
11040	THOC1	-0.010087763
11041	MUC16	-0.01008822
11042	LOC285943	-0.010104698
11043	GON4L	-0.010109057
11044	IQGAP1	-0.010118681
11045	LSM14B	-0.010123337
11046	PIEZO2	-0.010145252
11047	TPP1	-0.010175152
11048	ZC3HAV1	-0.010184937
11049	YWHAH	-0.010208323
11050	ZNF460	-0.010214967
11051	LAX1	-0.010254011
11052	RPS6KB1	-0.010307683
11053	ZNF382	-0.010326811
11054	FGF7	-0.010331531
11055	ZNF579	-0.010372524
11056	FZD4	-0.010381286
11057	ANKAR	-0.010413396
11058	SMC4	-0.010450981
11059	LUM	-0.01045943
11060	ALDH2	-0.010462307
11061	SLC35F4	-0.010463226
11062	NIPSNAP3B	-0.010532648
11063	DEPTOR	-0.010550942
11064	PCA3	-0.010621664
11065	ORM1	-0.010629502
11066	REPIN1	-0.010636079
11067	NFAM1	-0.010639193
11068	NUP160	-0.010662271
11069	LZIC	-0.010676153
11070	IDO2	-0.01068236
11071	GLT8D1	-0.010736428
11072	LOC100287598	-0.010742098
11073	PCDH20	-0.010747297
11074	PGM5	-0.010757388
11075	AZU1	-0.010758665
11076	ACHE	-0.010760278
11077	TMEFF2	-0.010769827
11078	MUC20	-0.010780545
11079	XRN2	-0.010787577
11080	CRCT1	-0.010798165
11081	SPHAR	-0.010805934
11082	MAPK8	-0.010859141
11083	NUMB	-0.010862623
11084	KIAA1432	-0.010879041
11085	CAMSAP1	-0.010903579
11086	ZNF283	-0.010904285
11087	LPL	-0.010926077
11088	NDUFS6	-0.010926094
11089	GSTZ1	-0.010932992
11090	PPIG	-0.010951529
11091	RAB6A	-0.010965871
11092	MORN2	-0.010983131
11093	PACSIN1	-0.011008741
11094	NSRP1	-0.011027397
11095	LOC100506226	-0.011080454
11096	SIVA1	-0.011082832
11097	NFAT5	-0.011114739
11098	CENPN	-0.011126473
11099	C12orf69	-0.0111288
11100	UBD	-0.011144516
11101	ZSCAN21	-0.011145699
11102	GIMAP7	-0.011146019
11103	GJA4	-0.01118867
11104	TTPA	-0.011206592
11105	HDGFRP3	-0.011228878
11106	LOC400654	-0.011230904
11107	PATE2	-0.011246467
11108	TMEM74	-0.011274072
11109	GPANK1	-0.011275623
11110	TRAV36DV7	-0.011285126
11111	ISM1	-0.01129156
11112	DUSP4	-0.011292522
11113	PRDM2	-0.011311428
11114	SNX7	-0.011320601
11115	CAPN13	-0.01134658
11116	EIF1AX	-0.011393061
11117	ACOX3	-0.011400483
11118	HOXC6	-0.011461457
11119	PCDHB18	-0.011483764
11120	LCE1B	-0.011493537
11121	XK	-0.011505976
11122	KCNK9	-0.011518083
11123	LRRC48	-0.011520523
11124	KCTD3	-0.011527711
11125	CNDP2	-0.011530476
11126	HAUS6	-0.011542232
11127	KDM6B	-0.011547345
11128	INPP4A	-0.011573358
11129	WDR90	-0.011577931
11130	PSMD7	-0.011580151
11131	NKAP	-0.011600957
11132	RFESD	-0.011604157
11133	FZR1	-0.011665715
11134	GP2	-0.01167515
11135	MT1X	-0.011689561
11136	GNA12	-0.011711112
11137	N6AMT1	-0.011717218
11138	PTPN22	-0.011754237
11139	WDR72	-0.011757124
11140	TATDN3	-0.011767675
11141	RNF148	-0.011812363
11142	SIX6	-0.011818132
11143	MGAT4B	-0.011824607
11144	NFATC1	-0.011828044
11145	PAAF1	-0.011846251
11146	LOC100506342	-0.011871947
11147	YTHDF1	-0.011878639
11148	PPPDE1	-0.011904986
11149	CTXN1	-0.011926464
11150	ARRDC1	-0.01195922
11151	TAAR9	-0.01197726
11152	TMEM127	-0.011996474
11153	TBC1D24	-0.012016982
11154	LOC100507516	-0.012017884
11155	CATSPERG	-0.012026775
11156	RRH	-0.012030302
11157	LOC100505774	-0.012036573
11158	LDHAL6A	-0.012048391
11159	RHOBTB1	-0.012049681
11160	TASP1	-0.012055067
11161	NTRK3	-0.012106676
11162	ZCWPW1	-0.012108475
11163	DCAF16	-0.012137282
11164	ARHGAP29	-0.012155259
11165	GSC	-0.012158858
11166	C10orf96	-0.012162699
11167	AMOTL2	-0.012163108
11168	SLCO5A1	-0.012178107
11169	LOC100506870	-0.012194909
11170	FADS1	-0.012210719
11171	GATA5	-0.012228218
11172	SIRPG	-0.012234281
11173	PNMAL2	-0.01224819
11174	ADH1C	-0.012280492
11175	MAP3K4	-0.012287274
11176	KIAA1310	-0.012289677
11177	CD2AP	-0.012304077
11178	MICAL3	-0.012335093
11179	LOC100506107	-0.01234284
11180	PAGE4	-0.01236547
11181	RPH3A	-0.012375711
11182	HTN1	-0.01238357
11183	IRAK1BP1	-0.012436237
11184	EPS8L3	-0.012466623
11185	LPAR4	-0.012470659
11186	SPINK1	-0.012473193
11187	SSH2	-0.012482268
11188	FNDC3B	-0.012492477
11189	GBP3	-0.012502357
11190	ATAD1	-0.012517999
11191	ST6GALNAC5	-0.012539747
11192	FSTL1	-0.012559831
11193	PHACTR2	-0.012592686
11194	CST2	-0.012602183
11195	SNRNP35	-0.01260572
11196	IDI1	-0.012618608
11197	MGC3771	-0.01261871
11198	ZDHHC6	-0.012669273
11199	BRD7	-0.012688488
11200	FCRL4	-0.012726313
11201	ZNF37A	-0.012729317
11202	IGFBP4	-0.012735059
11203	HSD17B10	-0.012735175
11204	RAF1	-0.01276963
11205	GPR35	-0.012780402
11206	SLC10A2	-0.012787899
11207	GPATCH8	-0.012820987
11208	PPY	-0.012832558
11209	RBM38	-0.012835774
11210	DENND5B	-0.012859273
11211	CENPQ	-0.012882246
11212	CTSS	-0.012916175
11213	MNS1	-0.012957063
11214	FOXRED1	-0.013004948
11215	ACPT	-0.013027006
11216	C22orf31	-0.01304061
11217	CCBL2	-0.013046097
11218	OVOL1	-0.013067362
11219	C9orf71	-0.01309634
11220	FLJ39639	-0.013122499
11221	GOLPH3L	-0.013139083
11222	LOC100507391	-0.013150517
11223	TAF10	-0.013165923
11224	PNN	-0.013206928
11225	LOC100507213	-0.013225648
11226	SLC25A33	-0.013240463
11227	ZNF333	-0.013263566
11228	OSBPL6	-0.013266701
11229	AURKA	-0.013291533
11230	RHEB	-0.013323821
11231	TMX3	-0.013343924
11232	OCIAD1	-0.013362095
11233	BMP3	-0.013363391
11234	C16orf92	-0.013382933
11235	IGFL1	-0.013385343
11236	CCPG1	-0.013447887
11237	UBE2E1	-0.013450101
11238	HRK	-0.013464236
11239	LOC121952	-0.013468306
11240	ZFP36	-0.013502493
11241	MRGPRF	-0.013513069
11242	ZAP70	-0.013541713
11243	IFI35	-0.013574568
11244	IPO8	-0.013590266
11245	CHD5	-0.013597271
11246	C8B	-0.01360857
11247	ZNF428	-0.013618178
11248	H6PD	-0.013630444
11249	KIF15	-0.013633613
11250	TCEAL4	-0.0136347
11251	IFI27L2	-0.013652023
11252	FGF8	-0.013679211
11253	MYT1	-0.013727803
11254	GPR171	-0.013782338
11255	DDX3Y	-0.0137877
11256	HIST1H2BK	-0.013805279
11257	MRPS14	-0.013805921
11258	LOC284950	-0.013823107
11259	CNTN5	-0.013859998
11260	CRYGB	-0.013869533
11261	DKK2	-0.013882186
11262	ZKSCAN1	-0.013888117
11263	TUBE1	-0.013925079
11264	C17orf75	-0.013999102
11265	KNCN	-0.014022588
11266	SUGT1P1	-0.01403476
11267	LOC144742	-0.014048282
11268	THBS4	-0.014050976
11269	PGM1	-0.014071468
11270	PCDH15	-0.01407709
11271	TRAV17	-0.014084194
11272	CLN8	-0.014084653
11273	GPX4	-0.014105769
11274	LOC100507634	-0.014107843
11275	NLRC5	-0.014116267
11276	DDX50	-0.014156588
11277	LOC375295	-0.014163999
11278	NR1H4	-0.014184445
11279	FAM120C	-0.014201308
11280	PIGT	-0.014205577
11281	LPXN	-0.014215744
11282	TSPAN13	-0.014272259
11283	LOC151162	-0.014284513
11284	P4HA3	-0.014284878
11285	WDR11	-0.01432082
11286	HHLA3	-0.014334344
11287	MCEE	-0.014344159
11288	RARRES1	-0.014354158
11289	ZFC3H1	-0.014355305
11290	CELSR1	-0.014375332
11291	S100B	-0.01439453
11292	KCNE4	-0.014414051
11293	RPRD1A	-0.014422366
11294	LOC254559	-0.014424531
11295	CCDC48	-0.014440458
11296	ANKDD1A	-0.014458271
11297	LOC100507384	-0.014477907
11298	SHPRH	-0.0144798
11299	GALNT11	-0.014488204
11300	ADCY8	-0.01449629
11301	NR4A3	-0.014521666
11302	SETD3	-0.014540369
11303	C6orf125	-0.014557277
11304	PAPPA	-0.01455925
11305	TPH1	-0.014573617
11306	NPHP4	-0.014574214
11307	USP42	-0.014582631
11308	RSPH9	-0.014611867
11309	LRRN4	-0.014612808
11310	FAM149A	-0.014638485
11311	CXorf56	-0.014648687
11312	KCNJ10	-0.014676722
11313	CAPG	-0.014694378
11314	LEP	-0.014707388
11315	GALC	-0.014717255
11316	ICMT	-0.014721932
11317	GPT2	-0.014781103
11318	C8orf76	-0.01482197
11319	KCNJ13	-0.014822024
11320	DDAH1	-0.014842364
11321	ALX3	-0.014879359
11322	FSCN2	-0.014897612
11323	KLHDC7B	-0.014908797
11324	CHRM4	-0.014940874
11325	CHAC1	-0.014943181
11326	HDHD3	-0.014959519
11327	KRTAP2-2	-0.01496529
11328	C2	-0.014968078
11329	AP4M1	-0.014968782
11330	YY1	-0.014982845
11331	FAM19A2	-0.014991819
11332	RORB	-0.015016438
11333	RASAL2	-0.015019171
11334	LOC100287216	-0.015052106
11335	DCAF8	-0.015221953
11336	ZNF518B	-0.01522956
11337	APBA3	-0.015245716
11338	UTP23	-0.015257162
11339	NEXN-AS1	-0.015264689
11340	ARL6IP4	-0.015268271
11341	GGT5	-0.015284389
11342	FTSJD1	-0.01529579
11343	BTN1A1	-0.015299416
11344	TMEM60	-0.015310796
11345	STK24	-0.015332524
11346	SLC17A1	-0.015342011
11347	RANBP2	-0.015361864
11348	MLPH	-0.015370766
11349	ATP6V1C1	-0.015378839
11350	EXOSC10	-0.01541244
11351	GALNTL5	-0.015431165
11352	C15orf33	-0.015481263
11353	CMKLR1	-0.015507422
11354	MAB21L1	-0.015509262
11355	SLC39A12	-0.015518528
11356	ATM	-0.015543724
11357	CIT	-0.015544263
11358	GPRC5B	-0.015612301
11359	VTN	-0.015634442
11360	PON3	-0.015640429
11361	SAR1B	-0.015655766
11362	LOC100289230	-0.015667206
11363	CCDC76	-0.01567224
11364	PSD2	-0.015682734
11365	CAP1	-0.015690914
11366	LOC641518	-0.015693205
11367	CYB5R3	-0.01572386
11368	FGF19	-0.015742976
11369	PTPN21	-0.015746384
11370	ARL9	-0.015755523
11371	RABGEF1	-0.01576164
11372	LOC100505658	-0.015772525
11373	DEFB129	-0.01578707
11374	PHKA2	-0.015787563
11375	C9orf78	-0.015804681
11376	CDK5R1	-0.015808473
11377	HECW2	-0.01583657
11378	POFUT2	-0.015862963
11379	TMEM223	-0.015875124
11380	WISP2	-0.015877623
11381	LOC729678	-0.015888471
11382	GTPBP2	-0.015896222
11383	C15orf52	-0.015929095
11384	VNN3	-0.015931117
11385	BROX	-0.015945933
11386	PTGER3	-0.015970175
11387	SYT7	-0.015994238
11388	OR7A10	-0.016054117
11389	LOC100507605	-0.016054506
11390	9-Mar	-0.0160675
11391	SLC4A4	-0.016103626
11392	LINC00226	-0.016126606
11393	APOBEC3G	-0.016139186
11394	LIMA1	-0.016146157
11395	KLHDC3	-0.016158878
11396	NR0B1	-0.016168777
11397	PHC2	-0.016189502
11398	PET117	-0.016215539
11399	KLRB1	-0.016237823
11400	KIAA0556	-0.016260794
11401	IL21R	-0.016263029
11402	KCNA3	-0.016268544
11403	PIAS2	-0.016271524
11404	G2E3	-0.016305522
11405	C1QTNF7	-0.01631725
11406	RNF41	-0.016327322
11407	RBKS	-0.016338974
11408	MAEA	-0.016346652
11409	LOC100506172	-0.016353354
11410	ZP4	-0.016376785
11411	GBA3	-0.016388988
11412	LINC00471	-0.016409035
11413	GNS	-0.016452857
11414	ABCC10	-0.016501997
11415	RB1CC1	-0.016520319
11416	PCMT1	-0.016521683
11417	RNF169	-0.016550815
11418	WDR49	-0.016567934
11419	FNDC1	-0.016584538
11420	IFT27	-0.016585057
11421	LOC100288122	-0.016606365
11422	LMOD2	-0.016610387
11423	MSL1	-0.016628917
11424	APOM	-0.016639932
11425	FAM81B	-0.016661003
11426	FIBIN	-0.016661415
11427	SLC3A1	-0.016672399
11428	TXNRD1	-0.016679524
11429	PLCE1	-0.016709643
11430	COPZ2	-0.016725899
11431	KCTD4	-0.016830917
11432	KHDRBS2	-0.016858536
11433	EFNA2	-0.016875614
11434	IL36RN	-0.01688089
11435	DHRS7	-0.016903091
11436	FSCN3	-0.016973588
11437	BANP	-0.016985775
11438	CMTM6	-0.016997063
11439	CD36	-0.017018406
11440	LOC282997	-0.017028818
