	ERBB3_PI3K	RAS_WNT_PI3K	KRAS_AP1	MYC	BRAF_MAPK	TNF_NfkB	HNF1_PAX8	MYC_E2F	EMT
JARID2	0.7896494695	0.3851538381	0.7193079332	0.8121017818	0.7472064604	0.6985393535	0.4386437251	0.7969827569	0.6130885495
SULT1B1	0.0109937786	0.491861304	0.1516949327	0.0807688072	0.0453658766	2.50479970162012E-10	6.67840607021864E-20	3.620392420681E-21	0.2361255458
GCK	3.05784953009434E-06	0.1283748642	0.0258908091	0.5162954334	0.0814419064	0.1084360698	0.0833269199	0.0942921271	0.2547629905
TSHZ1	0.5297886989	0.5962414428	0.2940024754	0.9228469316	0.6697190235	0.4676959515	0.36614163	0.5401515601	0.7269550501
FAM65A	0.6840895893	0.5988379293	0.7249439768	0.7081856288	0.692433641	0.9775493153	0.7952846759	0.8890940339	0.8957774413
TFB1M	0.4930775683	0.6972979232	0.5238870164	0.586265354	0.6436921481	0.7415156406	0.5154167243	0.7852070998	0.6320049367
KRT79	0.1206277451	0.0396905753	0.0610984053	0.0100190178	0.2366110089	0.4119828937	0.0228183268	0.0026940978	0.17821197
ANKRD20A1	0.0926490247	0.1900114499	0.0352099906	0.3993328349	0.3933850277	0.2624171685	0.1261289052	0.4027044285	0.0766623014
RCOR2	0.3118888793	0.4321401369	0.272400891	1.027857806	0.2016003394	0.2024364299	1.5514172683438E-06	1.0564686085	0.435371363
AIG1	0.7438424626	0.6568093087	0.7322283098	0.513811858	0.3821796796	0.8656086679	0.8388072427	0.6794658115	0.7034242044
LYAR	0.7991149328	0.9131235967	0.7517867156	0.7582540355	0.7562902144	1.0927103955	0.7286847045	1.0819329245	0.7106709633
CCDC78	0.6149154294	0.5272838321	0.1924277326	0.4588057677	0.5299333822	0.2571125049	0.2939548844	0.783774261	0.4163108621
MTRF1L	0.5574065134	0.7017525011	0.5380583446	0.7330675276	0.6322273298	0.7767915282	0.6369805833	0.8054326495	0.7617613159
POLR3GL	0.7577645999	0.826645077	0.7325171583	0.894912892	0.7445630456	0.8925785134	0.7933404831	0.9007225662	0.9451271231
ACOX2	0.3328542773	0.4734989358	1.52113767670079E-21	0.0597360796	0.3283617548	0.1907471495	0.054915122	0.5269829733	0.719968751
ARHGEF1	0.8740986918	0.8752147147	0.8061337295	0.7860002165	0.7897572341	0.9692584042	0.7937988454	0.8629422348	0.8841909255
FOXP1	0.5120884574	0.5533710896	0.2563894973	0.5675621737	0.2613867815	0.4997590464	0.4107039147	0.3343992319	0.7732791203
C21orf119	0.6913340296	0.4452233695	0.491022863	0.6436113498	0.5587609134	0.6487245965	0.5457155189	0.9011499924	0.5561507639
LRRC33	0.2733842785	0.1879015223	0.0051927869	0.3780833412	0.6967981293	0.4605294041	0.1409019523	0.3858518492	0.2562789133
DNER	0.2307770691	1.50801081951997E-05	0.1219299118	0.8514183006	0.6468795268	1.1373650309	0.2671783101	0.1327166144	0.4320898516
ARPC3P5	0.1258700363	0.0643906342	0.0064391077	0.0557370111	0.0290445477	0.0105022106	0.0621428163	0.1048898766	0.0691087852
HMGB1	1.076748267	0.9554391809	0.93446869	0.9466528517	0.8454396024	0.9872810714	0.9386110586	1.0292795366	0.9955063165
RP11-352D13.6	0.0778579393	0.1718184618	0.0020124582	0.1131902737	0.1195994362	1.55497055768611E-12	0.0610682114	0.3107610569	0.0762409667
SMAGP	0.9510714949	1.0202334879	0.66990955	0.2003823286	0.5751973711	1.0708707582	0.5976643508	0.782507584	0.8566434876
SLC39A10	0.5902692648	0.6844184539	0.5439127056	0.7591988623	0.6226582994	0.7540139637	0.872852221	0.938318541	0.7146833937
MAML3	0.5190761791	0.5803009162	2.56568604948865E-07	0.8351303516	0.534504702	0.3755624018	0.0988874196	0.3498228943	0.3533646546
GLYCTK	0.2669230393	0.9685124944	0.2220559869	0.467665633	0.5571233078	0.3188373699	0.3952333006	0.6409112729	0.5422492153
HPCAL1	0.7894793505	0.6344747002	0.2029346886	0.6684301863	0.7695543037	1.383051218	0.7754984638	0.6030768669	0.6841140423
PCDH10	3.08665947128482E-13	3.5396163595428E-21	0.1497058384	0.4898117039	0.2548231115	8.09355376444689E-11	0.2456748524	0.359454371	0.9674199178
RPGRIP1L	0.3887155042	0.3851553822	0.3208391097	0.525388538	0.3911251706	0.4032798081	0.4500014125	0.6782985652	0.6102998946
ITPKA	0.185418678	0.9152166584	0.2655749601	0.4375146215	0.4015437323	0.5460319002	0.3252032336	0.8112076668	0.447834968
DGAT2	0.6006947574	0.8525696117	0.3656576525	0.6447463952	0.4166870867	0.608721046	0.3272857976	0.8875174389	0.3927988574
RP13-530H6.2	0.207068804	0.1701271151	0.0660612861	0.2055981285	0.3752843238	5.80080899137516E-12	3.5300299674239E-21	0.5568987817	1.2221531294
RP11-94I2.1	0.2610329613	0.1039529468	0.0273311263	0.2126719697	0.2742077364	0.1155988192	0.073793332	0.2000549722	0.42151819
ID1	1.0071118907	0.8807190235	1.0167577804	0.8757959238	0.7078546431	0.9577475958	0.9627153899	1.0136341689	0.9719441078
AGPAT6	0.8608805285	0.8211934737	0.5863358135	0.8828735067	0.830626857	0.8391738988	0.8353860261	0.906006561	0.9076475729
ANGEL1	0.8380330931	0.6507299226	0.6038969095	0.7359997055	0.5678911042	0.625178145	0.4122663588	0.9602585772	0.5423394795
RP11-342D11.2	0.6133652646	0.5066350851	0.4114914665	0.4347670988	0.5707109851	1.487270123	1.0358560853	0.2238067862	1.0617716367
RP11-689N19.3	0.4239752324	0.9233535212	0.2978169154	0.4991512627	0.5820000374	0.3299145864	0.4821869563	0.5685532646	0.9114957277
HMGA1P2	0.4139492822	0.4053072426	0.1783360214	0.3368513162	0.3456433042	0.3031541991	0.2059878044	0.533670515	0.3320743811
RP11-603J24.7	0.720081915	0.4645783403	0.4978476275	0.3998559523	0.6940723111	0.5973375896	0.740612421	0.8068827557	0.9297599022
BEGAIN	0.0916468754	0.2474510736	0.161872507	0.4922368259	0.1565802453	0.0844005809	1.54146534229181E-17	0.683989556	0.2111300907
GLYCTK-AS1	0.2337254637	0.8073129957	0.1696549785	0.4445923975	0.5030687829	0.2503071166	0.319959654	0.5741149686	0.4904425079
BATF	1.0602780111	0.4366999677	2.66601315428695E-13	1.42574288051234E-21	0.4808341244	0.5235306874	0.0011356463	0.0287609997	0.0133971577
DBF4	0.7666738981	0.7737634403	0.6537675707	0.8626818122	0.7339396478	0.898549631	0.6379512849	0.970038597	0.6047219369
C11orf41	2.22982483816888E-09	0.2183482925	0.3258489113	0.4939270649	0.770709385	0.8847090942	2.1016260921607E-14	0.257907656	0.5321314174
ANKRD26P1	0.0823014002	0.0657251169	0.0046938752	0.0660440736	0.0529530114	0.0370583267	0.0797928208	0.1385210303	0.174593982
SLC17A9	0.1522600294	1.2259517029	0.0521678055	0.1464503977	0.2724871812	0.4555048848	0.1470821376	0.1746681215	0.5837281972
NPM1P6	0.4223034625	0.5118754702	0.3643999737	0.3709923101	0.4965419604	0.593894978	0.3703184005	0.8699758369	0.4609487648
AJ239321.3	0.056855628	0.2100791833	1.78898450896506E-21	0.0278824069	0.0402930186	0.1412131429	0.0360446112	4.1194952141893E-08	3.21699845958186E-13
PRPF19	1.0717967025	0.9450080103	0.9313588051	0.9481904935	0.8313046963	1.0132781743	0.9299301429	1.0337048002	0.9737783658
HABP4	0.3684193902	0.6307431667	0.4141388457	0.5827955562	0.643476942	0.660619533	0.7845177469	0.9143768032	0.8775797548
CPNE7	0.2885855406	0.9362727823	0.3970306427	0.5339189714	0.2714542553	0.8796940065	0.4034939456	0.8964134458	0.5832188199
CAMKMT	0.4950778517	0.5233871688	0.3115002903	0.4620443534	0.3927778771	0.2364345235	0.3328875348	0.7217990628	0.4839438194
IVNS1ABP	0.9012412652	0.852759545	0.8554822703	0.9518095239	0.8280167164	0.7161509809	0.9324009076	0.9436365019	0.8566837298
AC021218.2	0.0349283497	0.9010300491	4.61973644041451E-19	8.70307554242159E-21	0.2218017355	0.6206563677	0.2817768004	0.0237184816	3.09693307305982E-21
CTD-2012K14.2	0.5026409026	0.4475865346	0.5196264007	0.567960184	0.5587328712	0.7771814502	0.6138869739	0.7690458106	0.75972617
ZNF385D	1.83134297051603E-21	0.0063437475	2.51195170598817E-21	0.1527290996	0.1532827779	0.0710760447	0.2235383993	0.1457204901	0.5348972537
HIST1H4H	0.8891713317	0.3282096819	0.472176021	0.4079718371	0.4505060067	0.4605818707	0.4577556624	0.7731587381	0.6582967435
ENTPD6	0.9802866236	0.9045749948	0.73403842	0.8024810676	0.8481395776	0.8794795989	0.8210249842	0.859171916	0.8403777508
MPP6	0.3634991835	0.5161968291	0.4557140899	0.7798140013	0.5572760934	0.8340757111	0.7566144558	0.8209121359	0.5424584531
AC138150.4	0.44757871	0.1819809885	0.2483188698	0.3439190538	0.2879037958	1.1987558056	0.5909349116	0.9730934641	0.3338219934
RPS24	1.0987232566	0.9579462422	0.9545993581	0.9280586899	0.8386561607	1.0119928396	0.9649412082	1.0377901924	1.0306649642
RP5-885L7.10	0.2999792365	0.7714232243	0.0915143869	0.1285356497	0.2348922559	9.08992581940169E-19	0.0818337148	0.6658234325	3.87038669129386E-18
RP11-114H23.1	0.2585838729	0.4669675468	0.0692294028	0.0874434074	0.5016975787	0.7331165738	0.0003358221	0.1418309005	7.63647353309622E-07
DNMBP-AS1	0.2166267903	0.3814869151	0.1504531411	0.3107479075	0.30785934	0.6841177695	0.130531258	0.5841705215	0.5079237527
TRIM65	0.7156035281	0.7793191673	0.6415833398	0.6949408434	0.6726843004	0.8012929465	0.5616701844	1.1093943021	0.7150167053
CHST11	0.3975736366	0.0012599831	0.4632751879	0.5056919525	0.8539584923	1.2292412087	0.6335488965	0.4213712022	0.4640586194
RP11-3L21.2	0.0593440529	0.0978144315	1.99444910847592E-21	0.2421555703	0.6935985671	0.401861981	0.0247988291	0.1591178758	0.413335557
RP11-133O22.6	0.0645869655	1.3244896563	0.1884014551	0.4095514225	0.0495906863	0.6592860979	1.91726275037454E-20	0.1233588728	0.4486136991
RP11-396F22.1	6.07205424466306E-21	0.0589239294	0.2148111204	0.0719065399	0.422253887	0.5879627164	0.519238976	0.4673092281	0.0870263922
GART	0.9568484151	0.9008331473	0.8398193633	0.9063961768	0.792159012	0.9987892262	0.8726883802	1.0316143009	0.8292161388
AC114788.2	0.0194682836	0.1843006102	4.05145645513757E-21	0.0119999666	0.0140856199	0.1789769089	1.76779801721398E-21	0.0179624169	0.2283554774
GPX8	0.4085048327	0.2758909594	0.8644584427	2.13672438910646E-19	0.7809269938	1.0870472013	1.0929801981	0.9198324064	1.0225054518
STON1	0.275593737	1.59020891024067E-14	0.4754479706	0.4480265052	0.4505673667	5.10196273602671E-15	0.1441067262	0.5502907523	0.8694329205
ROBO4	6.54675617984794E-21	0.0629232419	3.4371777925389E-21	1.11103589624858E-17	0.2143889726	0.6763858214	0.0089236696	0.1221818685	0.390969655
FNDC4	0.0067625486	0.1618081459	0.3027282911	0.4621009255	0.3125783454	0.6844636279	0.5122298194	0.6318777418	0.8895237854
LYRM2	0.6279112651	0.5867064939	0.5837849516	0.7887545203	0.6713592826	0.6588161241	0.6491228608	0.8220594205	0.7516650557
RP11-434O22.1	0.2435896933	0.3928396798	0.2251408857	0.2027885701	0.3149807261	0.2161112316	0.1667054782	0.5919531276	0.3171137562
AC137932.6	0.1117255176	0.2351593506	3.40196114868357E-21	0.1580127849	0.3331260194	0.6072463252	0.0976835238	0.1947263224	0.2763649598
PAK3	3.41291550057563E-21	0.0120118136	1.56146780646686E-21	0.6181798408	0.1941184739	0.5264335272	0.3276548539	3.47328330147293E-11	0.2493034952
CD320	0.8018149314	1.0122884939	0.787531563	0.9767014628	0.8459300493	0.9855282616	0.9253336494	1.0412255389	0.9435174793
FAM40B	0.4151088852	0.5874765399	0.3733190357	0.578011468	0.6609122581	0.9935966292	0.3209255597	0.5385143377	0.4936429624
LTK	0.1690044528	0.442433477	0.0849815005	0.5221062038	0.1685203409	0.1672896589	3.5014757440499E-21	0.5025367362	0.3370058078
AC010170.1	0.000000078	0.3180611281	0.0863081852	0.2905311451	0.5857577543	0.9569759325	0.069046262	0.5016881769	0.7918638709
SPARC	0.0138413578	0.2647775084	0.7760629033	0.5146227514	1.0403580908	0.5872860715	0.8194854291	0.605142993	1.5197237058
AC016738.4	0.4925642168	0.5819569175	0.115982859	0.0141918152	0.6826532441	0.6619079328	0.3056596373	0.4094570136	0.3818875873
RP11-335I12.2	0.002292234	0.1188282262	0.1225894303	0.2167418708	0.0604844986	0.3131682961	0.0804645711	0.0032627954	0.2040224533
ATP11C	0.3529689863	0.6439398775	0.525484186	0.7152431093	0.4879262401	0.6768918925	0.6487299365	0.8631868047	0.8459397391
AC079922.3	0.3405745727	0.3509134814	0.123799396	0.4497642086	0.5408585168	0.5546256252	0.3243088618	0.5741795193	0.5042109796
RP1-89D4.1	1.84900919489206E-19	0.2028622941	0.0354139297	0.2393548138	0.0348506193	0.3922430352	0.1764128418	0.5821574482	0.1236803439
MAPRE2	0.1208635415	0.6729443841	0.4579573715	1.1214736115	0.6904412939	0.642536726	0.5593482359	0.5392644991	0.8058418697
C20orf20	0.9769546782	0.8800592621	0.8873280727	0.8174815629	0.8000439245	1.0165342359	0.8748021277	1.0627708773	0.8580133085
CTU2	0.6553290814	0.6933058813	0.5740956411	0.6773242733	0.6405708477	0.8307515344	0.6029142979	0.9480734161	0.6817359018
GLI1	2.68601591777857E-21	0.2399720455	0.249856482	0.1463757411	0.2656022044	7.81640924045869E-19	0.0711924819	1.0364211058	0.5508596354
C11orf21	0.0423571285	0.3461481146	9.0841751894638E-06	0.1157865697	0.0960776445	0.1253170969	0.0136080928	0.148889614	0.1930438005
ENTPD1	0.4654073112	0.4306336095	0.2516451148	0.5826137658	0.4863788253	0.3284602915	0.3493238352	0.8795061493	0.542896913
GRAP	0.0827976054	0.2411118984	0.0819831301	0.1787944944	0.1590132337	0.0831149937	0.0038634755	0.2416737262	0.122599416
NFATC2	0.5666730462	0.3597855881	9.23918589729618E-05	0.2583215525	0.8769481203	0.5096898185	0.1916221656	0.3533001365	0.2046530526
RP1-1J6.2	0.6368623224	0.5915785856	0.4345861891	0.6392910747	0.565550873	0.7406505533	0.4255463707	0.8877469915	0.5370570059
PPM1N	0.2998051864	0.4965509218	0.2476017383	0.4543765861	0.4068551351	0.3294960348	0.2067549725	0.7024379667	0.325030517
RAP2A	0.6673767072	0.6774633426	0.5814273452	0.9874350129	0.7116052215	0.6773110161	0.6824659337	0.769545783	0.8225257866
NPW	0.2446939898	0.4376765317	0.1735119755	0.5092396565	0.2148652599	0.2026841234	8.61070177744686E-07	0.9256446375	0.2800745205
ZNF512	0.4995299328	0.6432618554	0.6004550935	1.0181216542	0.6538476711	0.9228636334	0.8225369413	0.7446629793	0.7355759107
LINC00313	0.1871659487	0.0974847678	0.2145235256	0.1368853485	0.1743783182	0.4569962481	0.4623455644	0.278667305	0.1731727551
NOP56	1.0235324146	0.939819825	0.9036986824	0.9513200589	0.8364600266	1.0055941907	0.9163960542	1.0442840088	0.9170372355
PEX5L	0.162281789	0.1638071913	1.18995039015359E-20	0.9052537544	0.3232864892	0.2017964712	0.1864067712	1.19205479725953E-06	0.2271724588
MAP3K8	0.6610506701	0.5173574695	0.5225083742	0.0222561712	0.2261642571	0.208515582	0.6708025895	0.7787488674	0.583028845
KRT5	0.1643738774	0.3561094867	1.7011395304	0.3327396292	0.3382858946	0.3455672912	0.1838997604	0.2823907281	0.3419096476
KREMEN1	0.4926598734	0.5953917803	0.8552428752	0.7110818421	0.8150905301	0.0003064645	0.3372911981	0.7602290263	0.6711770856
TYMP	0.6252451064	0.5133763067	0.8101887826	0.1748279867	0.4085262553	0.9952726315	0.6150793356	0.5388687799	0.4724759587
PEX14	0.7157173805	0.6352339774	0.7229194041	0.6878172042	0.6397291335	0.7550860876	0.6792451121	0.9359771987	0.7475289914
GPR87	0.6249927016	9.59666379023333E-21	1.4709301762	6.8462594774629E-21	0.0666177168	0.9804362131	0.1957771174	0.1503067466	4.49259649726744E-21
LINC00086	0.3373109547	0.096262838	0.156414666	0.4449288603	0.1656655938	3.90194396763351E-06	0.4692138196	0.4285580599	0.1294825623
CTSH	1.043936746	0.8958311732	1.0727563913	0.2320402414	0.7674361485	0.4539292605	0.7371932076	0.6896370216	0.3457675664
CCDC85C	0.633134317	0.5525271513	0.6730044288	0.6204193009	0.3478256043	0.6332076648	0.4686918878	0.9209945422	0.5426770789
DSG2	1.0454481456	1.0357071244	1.0296725167	0.5078682568	0.5973944791	1.136371378	1.2761442856	0.4916581867	0.2617866707
FBLN1	0.3386446812	4.05302367118789E-21	1.3877983009	0.5982243709	0.2803759202	0.0535325497	0.8455971858	1.1442263039	1.0040403482
LINC00365	0.3863682913	0.2795933823	0.1543002323	0.1994496053	0.0912482542	5.97814605150325E-07	1.3254379780205E-07	3.85894487671788E-21	0.0776245529
MLLT3	0.3914547457	0.6042921745	0.3141400916	0.609520086	0.4340865227	0.1756466559	0.5985492137	0.3675646092	0.5630746255
RDM1	0.4630676372	0.3791930721	0.3027934775	0.5209544026	0.4031163475	0.3995163975	0.3985832913	0.7030721633	0.1651736468
DST	0.4898050877	0.5065785132	0.8077333215	0.6985765597	0.6072217358	1.1670773569	0.7023920718	0.608247461	0.9313213797
MFSD9	0.6616282185	0.8159362417	0.510909455	0.773577124	0.5164862162	0.5112927407	0.6566003484	0.6627234732	0.4822760388
CD93	0.0531556267	0.104766042	0.0756876907	0.0604737064	0.1852236919	0.1385793362	5.38135203203342E-05	0.0809393833	0.1395294096
ITPK1	0.9804105486	0.8818798253	0.7759789757	0.7310549491	0.778585744	0.7044992833	0.6783837182	0.8936009467	0.6694603015
ALOX12P2	0.3749029725	0.0873780909	0.4493134042	0.1854184477	0.0993567462	0.1345730016	0.2994760781	0.1806314995	0.1499248565
DLG1	0.8715528582	0.7485829197	0.9293358825	0.7837525142	0.6353253973	0.8934459723	0.8950594675	0.7892622897	0.8709907183
PPP1R16B	0.107311793	0.1333040576	0.0777267015	0.6191543156	0.1494903131	0.0460085686	0.0581584099	0.3682531811	0.0951376013
TNK1	0.8588783949	0.5339851356	0.6942398293	0.2844734357	0.2505213252	0.3320551835	0.5060307006	0.5330265259	0.155168393
DHTKD1	1.0796971404	0.5349646098	0.7197863047	0.7337514687	0.6694064368	0.5240022526	0.6537061638	1.0361648667	0.6508857114
GAB2	0.703695458	0.5486669133	0.2116419047	0.8935104841	0.7325096536	0.2849544025	0.7368472228	0.5232552494	0.6100143365
MAP7D2	0.2420500841	0.4124825585	0.2417991796	0.7804520716	0.3893691388	2.97097318223607E-12	0.6758953346	0.3728107701	0.2443020523
SH2D3A	1.3559671579	0.8022143375	0.9167879365	0.1593669425	0.1388398513	0.6775094426	0.7067262874	0.5431175327	0.056434462
PPP2R2C	0.6433254597	0.0001395483	0.4798427875	0.6121634455	9.42916632300173E-15	0.6052880661	0.5668578276	0.8765338728	0.073825614
RP11-54F2.1	3.88975577548629E-21	0.0391994012	0.6022296608	0.2711903112	0.2955084928	0.5786928606	1.0442216789	0.6385651357	0.4358500513
GLS2	0.6124118428	0.7263792252	0.2832019868	0.7484267731	0.1132334059	0.0931873478	0.2698194601	0.5051096563	0.1576967318
AIFM2	0.6206243411	0.9373428029	0.6291308142	0.4352898435	0.6987987721	0.9102003978	0.6436578197	0.5876474761	0.6635991798
RP11-774O3.3	0.5094322708	0.0211499704	0.2546509255	0.2804864515	0.1801688027	0.0032277482	0.2564472269	0.5160525501	0.5587641661
PTPRJ	0.8269636728	0.5616562321	0.3181485782	0.4184434558	0.7527219426	0.8437949826	1.1451539611	0.5843233835	0.63887497
GPC1	0.796750648	0.6700028988	1.1563529266	0.6142848404	0.6566650509	0.8530144385	0.8469922387	0.9074372218	1.1129214527
EPB41L4A	0.6643102298	0.3689134542	0.4704456171	0.4830013848	0.4057606977	0.1774921872	0.7147047646	0.6775827134	0.4154517133
RP11-404P21.2	0.4153813649	0.4272433964	0.6135055635	0.2238799296	2.23612914644538E-08	0.3433858139	3.03385303695535E-05	4.85669096073074E-21	0.9013701978
CDKL2	0.1751697053	0.1725444577	0.071908131	0.4821075545	0.1516450037	0.3059931684	0.386917646	0.2924069997	0.0946171373
FAT2	0.1387503117	0.1029885363	1.3260491217	0.2327644771	0.4044226888	0.0263792421	0.1705679106	0.2062865919	0.1657568753
PARP12	0.7200841723	0.6937865603	0.6958143107	0.444477011	0.5301721737	0.9192968594	0.8673873178	0.4243611632	0.5395302193
LRRC1	0.9594019878	0.7324787814	0.6875535178	0.4853511361	0.4460687784	0.4500435842	0.5765209702	0.6803915127	0.4858120237
AL391137.1	0.0640205686	0.1203981132	1.2901182961	1.65634808375293E-21	1.50770187308519E-21	0.6374205981	0.4897231497	1.92251212360344E-05	2.38398480009984E-21
KIAA0284	1.0486085361	0.85238806	0.850007188	0.5873401108	0.6845759999	0.7019809922	0.7055265949	0.7566953345	0.7761190284
GRB7	1.4097509234	0.8551473456	0.7588848599	0.4054720969	0.1041683333	0.3543380663	0.8911613766	0.3111664183	0.0238848857
SRGAP3	0.4893187232	0.1435613256	0.5370857604	0.4455403997	0.2709166391	1.28752897139988E-11	0.1494576083	0.5053215937	0.2976298814
MSLN	0.3680427584	0.8796080831	0.8277413794	2.291883279524E-20	0.0676471275	0.5944689361	0.6118045184	0.5136350657	0.0707000576
NDST1	0.8709319996	0.4124119386	0.9346459277	0.6346319701	0.7623403836	0.7240576654	0.9981367552	0.948982929	1.0843493137
RAB30	0.3809127579	0.365005645	0.2718512442	0.6172366059	0.3585833157	0.3068985474	0.3517218079	0.5210692621	0.7324720011
RP11-688G15.3	0.8943083942	0.7538131714	0.898802392	0.8382613684	0.4525298207	0.8697019289	0.6985492431	1.0354159169	0.6687603582
RP11-290L7.3	1.26258571887596E-18	1.08744956515896E-18	0.2598627487	0.2331539202	0.367723621	0.3615175001	0.2214267292	0.2004176165	0.0405168754
RIMS3	0.3658263262	0.3007300016	0.2829385812	0.9744194206	0.2902323816	0.1900352216	0.3568145459	0.8167908059	0.3080719908
MTSS1L	0.9216691839	0.6194296491	0.8992444953	0.8171405568	0.6092933425	0.7050008042	0.763770879	0.9053777388	1.0124463814
MYO5B	1.2552396474	0.8186604118	0.4930981399	0.5069145271	0.2023965988	0.4177660692	0.7716903484	0.2217273005	0.1427688021
FAM189A2	0.6338026915	9.71810330174875E-06	0.164501973	0.2926813937	0.5729546846	2.84462273821545E-06	0.4701929914	0.0965431441	0.0670013578
LITAF	1.1404718743	0.5741269789	1.0074632869	0.4929836737	0.831246234	0.7797896609	1.0849697025	0.7723512993	0.8407561974
DUSP14	0.9462675726	0.6555997793	0.8845498423	0.6720133231	0.8117091055	0.9289695016	0.8774118102	0.9069848919	0.9563494933
GPR37L1	0.3576459453	0.2664702143	0.1541757761	0.2327390259	0.0446605051	4.646687078331E-21	0.2413143303	0.1169035107	0.0295993712
RP1-71H24.1	0.0346987609	0.1548258354	0.0508431749	0.0375067408	0.0631935218	0.1157653748	0.0352031242	0.0381932947	0.0277624654
SEMA3B	0.7841821809	0.8042556738	0.6920581164	0.1982591684	0.7621777403	0.2402782298	0.6895053086	0.5645022633	0.7119778823
FIGN	0.1987583856	2.23089499200074E-21	0.3631481655	0.4809007072	0.5253659163	0.4350434822	0.9853297395	0.368521657	0.3975431251
EPB49	0.4523980619	0.9627884014	0.5959559043	0.7136177595	0.4861876626	0.2040378844	1.0734498499	0.4271470759	0.2184367665
RP11-388P9.2	0.9250903475	0.3452721783	0.4688858501	0.5036012411	0.4489841876	0.0360066736	0.2261089807	0.3460633949	0.4350216125
GMPR	0.5323081821	0.3975745525	0.2111675656	0.6299428829	0.7966265414	0.3704118862	0.384053109	0.0771931343	0.8617294787
PITPNM3	0.5068609788	0.389533035	0.4711306409	0.2223940289	0.1124632432	0.3092822221	0.3720452216	0.3356870726	0.485922262
GFOD1	0.4091472685	0.3708432312	0.7189497688	0.546288423	0.3899659559	0.3601505094	0.1952131817	0.5971170243	0.4861585757
TMEM63B	0.9971036061	0.7079494641	0.8259209206	0.7617474415	0.7264533402	0.6549260353	0.8517584401	0.8820060413	0.9132046717
SEMA5B	1.76947797322245E-08	0.0276254923	0.2170202014	0.5567980022	8.54684347880199E-21	4.02963720468523E-21	0.5262833936	3.48131611230007E-19	0.1683225254
SCIN	0.6719167402	0.4468200753	0.1384792549	0.5213199459	0.2914343746	9.03958415683148E-17	0.6601068004	1.06500568456723E-07	0.3358163678
CUEDC1	0.9604196685	0.483414455	0.5644312318	0.7590802462	0.7198131725	0.9145962491	0.8678601038	0.7815447776	0.8684766417
WNT4	0.5410782991	0.1153764242	0.7139396122	0.466401866	0.1906705421	0.0016214187	0.1504649708	0.3363004879	0.120249886
TMCC1	0.6693716858	0.477360025	0.5671819271	0.585800625	0.4403355712	0.3976182003	0.6728281274	0.6340674237	0.6134593184
RP1-313L4.3	0.1708939717	8.32943747377712E-16	0.1914525528	0.0063714823	0.0751358111	0.2314247219	0.390553231	0.2361101473	0.305818222
C4orf49	3.54192389183704E-21	1.65632381377528E-12	0.1211018688	0.1446938146	2.6803361574395E-21	0.0376253301	0.2325272386	0.2257017586	0.8187430006
C8orf47	0.1724325775	0.3445577688	0.233850473	0.6253307825	2.3500137315176E-21	0.213674846	0.8430936245	0.135936454	0.1728605794
C1QTNF2	0.283220856	0.0578873869	0.141539542	0.2203605551	0.3385840549	0.1127610206	0.1432563374	0.1348092492	0.8011792091
KLC3	0.9328633034	0.1196423191	0.9210031358	0.3121508055	0.2339567053	0.3935272384	0.6121165706	0.5855075876	0.1549854291
TP53I3	0.6957483881	0.6833366832	0.5005453692	0.5936802558	0.5539259242	0.7561146265	0.8080525539	0.851017797	0.9033348395
LLGL2	1.4555617988	0.9702212946	0.8094037661	0.6226670284	0.3245542521	0.3856966555	0.953581923	0.7687870733	0.0391695204
SLC40A1	0.7610760424	0.8088609508	0.2367484843	0.4647235833	0.1101224569	5.31119414069313E-21	0.5546448996	0.4578105913	0.5431993
CHMP4C	1.3201965762	0.9197582864	0.7193533757	0.5239034249	7.96745347276551E-21	0.8008927619	1.1542294786	0.2576937577	4.56643864408258E-21
DDAH1	0.9591506366	0.8723976903	0.3014186684	0.6808516797	0.2798341471	0.7154804902	0.8306345215	0.7268829985	1.0598026014
LHX6	0.3593745536	0.0862497009	0.2881662828	0.3893517812	0.295890284	0.2004129121	0.0006523753	0.7931649498	0.0193347654
RABGGTA	0.9178665138	0.6587352519	0.7140002819	0.7086435808	0.6674084018	0.6972388942	0.5970895636	0.8013761355	0.7199655692
SPINT2	1.4431974307	0.9315097834	0.9815905392	0.7827665272	0.1504787871	0.947961622	1.0842625453	0.7095057459	0.3442509366
GOLGA2	1.1009084754	0.7802278177	0.9158370593	0.8133603648	0.7745676829	0.8430239191	0.8709809872	0.9142666453	1.028941932
MARK2	1.0315802539	0.7583251677	0.7705540587	0.7861159065	0.5596141813	0.7276096857	0.6271147285	0.8598722906	0.6741276642
CYP4F3	0.3952566617	0.7508586164	0.6151490753	0.2096714093	0.0560837298	0.1211449128	0.3480317269	0.1580872384	6.19811233758986E-15
GNAI1	0.0738218385	0.4900217696	0.9872357022	0.9380265439	0.5975014401	0.7112618185	1.1455369473	0.4776361168	0.774965048
SGMS1	0.7378737632	0.5398888451	0.6059535259	0.4299185677	0.4205992372	0.736054229	0.7344320404	0.7933425357	0.764706108
MX2	0.291245078	0.4443870589	0.5126305984	0.2635394753	0.4684633032	0.6587968224	0.2564720735	4.97652128641201E-06	0.4680264831
USP18	0.8923021453	0.4394930163	0.5535580405	0.6798959148	0.565856983	0.4407374054	0.6056315141	0.5571477089	0.5068559539
