Cell Line Name	Best Cell Line Name
SU8686	SU8686
SU8686_PANCREAS	SU8686
SU.86.86	SU8686
CDDB:1138	SU8686
ACH-000114	SU8686
idCell:728	SU8686
SUDHL1	SUDHL1
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL1
SU-DHL-1	SUDHL1
CDDB:1139	SUDHL1
ACH-000664	SUDHL1
idCell:729	SUDHL1
SUDHL10	SUDHL10
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL10
SU-DHL-10	SUDHL10
CDDB:1140	SUDHL10
ACH-000271	SUDHL10
idCell:962	SUDHL10
SUDHL4	SUDHL4
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL4
SU-DHL-4	SUDHL4
CDDB:1141	SUDHL4
ACH-000365	SUDHL4
idCell:966	SUDHL4
SUDHL5	SUDHL5
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL5
SU-DHL-5	SUDHL5
CDDB:1142	SUDHL5
ACH-000660	SUDHL5
idCell:730	SUDHL5
SUDHL6	SUDHL6
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL6
SU-DHL-6	SUDHL6
CDDB:1143	SUDHL6
ACH-000611	SUDHL6
idCell:731	SUDHL6
SUDHL8	SUDHL8
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL8
SU-DHL-8	SUDHL8
CDDB:1144	SUDHL8
ACH-000656	SUDHL8
idCell:953	SUDHL8
SUIT2	SUIT2
SUIT2_PANCREAS	SUIT2
SUIT-2	SUIT2
CDDB:1145	SUIT2
ACH-000652	SUIT2
idCell:732	SUIT2
SUPB15	SUPB15
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPB15
SUP-B15	SUPB15
CDDB:1146	SUPB15
ACH-000059	SUPB15
idCell:733	SUPB15
SUPHD1	SUPHD1
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPHD1
SUP-HD1	SUPHD1
CDDB:1147	SUPHD1
ACH-001203	SUPHD1
idCell:968	SUPHD1
SUPM2	SUPM2
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPM2
SUP-M2	SUPM2
CDDB:1148	SUPM2
ACH-000226	SUPM2
idCell:734	SUPM2
SUPT1	SUPT1
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT1
SUP-T1	SUPT1
CDDB:1149	SUPT1
ACH-000953	SUPT1
idCell:735	SUPT1
SUPT11	SUPT11
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT11
SUP-T11	SUPT11
CDDB:1150	SUPT11
ACH-000122	SUPT11
idCell:960	SUPT11
SW1088	SW1088
SW1088_CENTRAL_NERVOUS_SYSTEM	SW1088
SW 1088	SW1088
CDDB:1151	SW1088
ACH-000437	SW1088
idCell:736	SW1088
SW1116	SW1116
SW1116_LARGE_INTESTINE	SW1116
CDDB:1152	SW1116
ACH-000489	SW1116
idCell:737	SW1116
SW1271	SW1271
SW1271_LUNG	SW1271
SW 1271	SW1271
CDDB:1153	SW1271
ACH-000890	SW1271
idCell:738	SW1271
SW1353	SW1353
SW1353_BONE	SW1353
SW 1353	SW1353
CDDB:1154	SW1353
ACH-000418	SW1353
idCell:739	SW1353
SW1417	SW1417
SW1417_LARGE_INTESTINE	SW1417
CDDB:1155	SW1417
ACH-000236	SW1417
idCell:740	SW1417
SW1463	SW1463
SW1463_LARGE_INTESTINE	SW1463
CDDB:1156	SW1463
ACH-000470	SW1463
idCell:741	SW1463
SW1573	SW1573
SW1573_LUNG	SW1573
SW 1573	SW1573
CDDB:1157	SW1573
ACH-000677	SW1573
idCell:742	SW1573
SW1710	SW1710
SW1710_URINARY_TRACT	SW1710
SW-1710	SW1710
CDDB:1158	SW1710
ACH-000566	SW1710
idCell:743	SW1710
SW1783	SW1783
SW1783_CENTRAL_NERVOUS_SYSTEM	SW1783
SW 1783	SW1783
CDDB:1159	SW1783
ACH-000883	SW1783
idCell:744	SW1783
SW1990	SW1990
SW1990_PANCREAS	SW1990
SW 1990	SW1990
CDDB:1160	SW1990
ACH-000155	SW1990
idCell:745	SW1990
SW403	SW403
SW403_LARGE_INTESTINE	SW403
CDDB:1161	SW403
ACH-000820	SW403
idCell:746	SW403
SW48	SW48
SW48_LARGE_INTESTINE	SW48
CDDB:1162	SW48
ACH-000958	SW48
idCell:748	SW48
SW480	SW480
SW480_LARGE_INTESTINE	SW480
CDDB:1163	SW480
ACH-000842	SW480
idCell:747	SW480
SW48BAXBAKDKO	SW48BAXBAKDKO
SW48BAXBAKDKO_ENGINEERED	SW48BAXBAKDKO
CDDB:1164	SW48BAXBAKDKO
SW579	SW579
SW579_THYROID	SW579
CDDB:1165	SW579
ACH-000163	SW579
idCell:749	SW579
SW620	SW620
SW620_LARGE_INTESTINE	SW620
CDDB:1166	SW620
ACH-000651	SW620
idCell:750	SW620
SW780	SW780
SW780_URINARY_TRACT	SW780
SW 780	SW780
CDDB:1167	SW780
ACH-000384	SW780
idCell:751	SW780
SW837	SW837
SW837_LARGE_INTESTINE	SW837
CDDB:1168	SW837
ACH-000421	SW837
idCell:752	SW837
SW900	SW900
SW900_LUNG	SW900
SW 900	SW900
CDDB:1169	SW900
ACH-000669	SW900
idCell:753	SW900
SW948	SW948
SW948_LARGE_INTESTINE	SW948
CDDB:1170	SW948
ACH-000680	SW948
idCell:754	SW948
T173	T173
T173_BONE	T173
T1-73	T173
CDDB:1171	T173
ACH-000529	T173
idCell:755	T173
T24	T24
T24_URINARY_TRACT	T24
T-24	T24
CDDB:1172	T24
ACH-000018	T24
idCell:756	T24
T3M10	T3M10
T3M10_LUNG	T3M10
T3M-10	T3M10
CDDB:1173	T3M10
ACH-000813	T3M10
idCell:757	T3M10
T3M4	T3M4
T3M4_PANCREAS	T3M4
T3M-4	T3M4
CDDB:1174	T3M4
ACH-000085	T3M4
idCell:758	T3M4
T47D	T47D
T47D_BREAST	T47D
T-47D	T47D
CDDB:1175	T47D
ACH-000147	T47D
idCell:759	T47D
T84	T84
T84_LARGE_INTESTINE	T84
CDDB:1176	T84
ACH-000381	T84
idCell:760	T84
T98G	T98G
T98G_CENTRAL_NERVOUS_SYSTEM	T98G
CDDB:1177	T98G
ACH-000571	T98G
idCell:761	T98G
TALL1	TALL1
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TALL1
TALL-1	TALL1
CDDB:1178	TALL1
ACH-000197	TALL1
idCell:1179	TALL1
TC32	TC32
TC32_BONE	TC32
CDDB:1179	TC32
ACH-001205	TC32
TC71	TC71
TC71_BONE	TC71
TC-71	TC71
CDDB:1180	TC71
ACH-000424	TC71
idCell:762	TC71
TCC466	TCC466
TCC466_BONE	TCC466
CDDB:1181	TCC466
ACH-001206	TCC466
TCCPAN2	TCCPAN2
TCCPAN2_PANCREAS	TCCPAN2
TCC-PAN2	TCCPAN2
CDDB:1182	TCCPAN2
ACH-000502	TCCPAN2
idCell:763	TCCPAN2
TCCSUP	TCCSUP
TCCSUP_URINARY_TRACT	TCCSUP
CDDB:1183	TCCSUP
ACH-000720	TCCSUP
idCell:764	TCCSUP
TE1	TE1
TE1_OESOPHAGUS	TE1
TE-1	TE1
CDDB:1184	TE1
ACH-000647	TE1
idCell:769	TE1
TE10	TE10
TE10_OESOPHAGUS	TE10
TE-10	TE10
CDDB:1185	TE10
ACH-000318	TE10
idCell:765	TE10
TE11	TE11
TE11_OESOPHAGUS	TE11
TE-11	TE11
CDDB:1186	TE11
ACH-000488	TE11
idCell:766	TE11
TE125T	TE125T
TE125T_SOFT_TISSUE	TE125T
TE-125.T	TE125T
TE 125.T	TE125T
CDDB:1187	TE125T
ACH-000079	TE125T
idCell:767	TE125T
TE14	TE14
TE14_OESOPHAGUS	TE14
TE-14	TE14
CDDB:1188	TE14
ACH-000726	TE14
idCell:916	TE14
TE15	TE15
TE15_OESOPHAGUS	TE15
TE-15	TE15
CDDB:1189	TE15
ACH-000353	TE15
idCell:768	TE15
TE159T	TE159T
TE159T_SOFT_TISSUE	TE159T
TE-159.T	TE159T
TE 159.T	TE159T
CDDB:1190	TE159T
ACH-000175	TE159T
idCell:915	TE159T
TE4	TE4
TE4_OESOPHAGUS	TE4
TE-4	TE4
CDDB:1191	TE4
ACH-000917	TE4
idCell:917	TE4
TE441T	TE441T
TE441T_SOFT_TISSUE	TE441T
TE-441-T	TE441T
TE 441.T	TE441T
CDDB:1192	TE441T
ACH-000772	TE441T
idCell:770	TE441T
TE5	TE5
TE5_OESOPHAGUS	TE5
TE-5	TE5
CDDB:1193	TE5
ACH-000408	TE5
idCell:771	TE5
TE6	TE6
TE6_OESOPHAGUS	TE6
TE-6	TE6
CDDB:1194	TE6
ACH-000605	TE6
idCell:773	TE6
TE617T	TE617T
TE617T_SOFT_TISSUE	TE617T
TE-617.T	TE617T
TE 617.T	TE617T
CDDB:1195	TE617T
ACH-000051	TE617T
idCell:772	TE617T
TE8	TE8
TE8_OESOPHAGUS	TE8
TE-8	TE8
CDDB:1196	TE8
ACH-000452	TE8
idCell:774	TE8
TE9	TE9
TE9_OESOPHAGUS	TE9
TE-9	TE9
CDDB:1197	TE9
ACH-000694	TE9
idCell:775	TE9
TEN	TEN
TEN_ENDOMETRIUM	TEN
CDDB:1198	TEN
ACH-000397	TEN
idCell:776	TEN
TF1	TF1
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1
TF-1	TF1
CDDB:1199	TF1
ACH-000387	TF1
idCell:938	TF1
TGBC11TKB	TGBC11TKB
TGBC11TKB_STOMACH	TGBC11TKB
CDDB:1200	TGBC11TKB
ACH-000949	TGBC11TKB
idCell:777	TGBC11TKB
THP1	THP1
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1
THP-1	THP1
CDDB:1201	THP1
ACH-000146	THP1
idCell:778	THP1
TIG3TD	TIG3TD
TIG3TD_FIBROBLAST	TIG3TD
TIG3TD_LUNG	TIG3TD
CDDB:1202	TIG3TD
ACH-001207	TIG3TD
idCell:1089	TIG3TD
TK10	TK10
TK10_KIDNEY	TK10
CDDB:1203	TK10
ACH-001208	TK10
idCell:1176	TK10
TM31	TM31
TM31_CENTRAL_NERVOUS_SYSTEM	TM31
TM-31	TM31
CDDB:1204	TM31
ACH-000592	TM31
idCell:918	TM31
TO175T	TO175T
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TO175T
TO-175.T	TO175T
TO 175.T	TO175T
CDDB:1205	TO175T
ACH-000125	TO175T
idCell:779	TO175T
TOLEDO	TOLEDO
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TOLEDO
Toledo	TOLEDO
CDDB:1206	TOLEDO
ACH-000285	TOLEDO
idCell:780	TOLEDO
TOM1	TOM1
TOM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TOM1
CDDB:1207	TOM1
TOV112D	TOV112D
TOV112D_OVARY	TOV112D
TOV-112D	TOV112D
CDDB:1208	TOV112D
ACH-000048	TOV112D
idCell:781	TOV112D
TOV21G	TOV21G
TOV21G_OVARY	TOV21G
TOV-21G	TOV21G
CDDB:1209	TOV21G
ACH-000885	TOV21G
idCell:782	TOV21G
TT2609C02	TT2609C02
TT2609C02_THYROID	TT2609C02
TT2609-C02	TT2609C02
CDDB:1210	TT2609C02
ACH-000716	TT2609C02
idCell:783	TT2609C02
TTOESOPHAGUS	TTOESOPHAGUS
TT_OESOPHAGUS	TTOESOPHAGUS
T.T	TTOESOPHAGUS
CDDB:1211	TTOESOPHAGUS
ACH-000561	TTOESOPHAGUS
TTTHYROID	TTTHYROID
TT_THYROID	TTTHYROID
TT	TTTHYROID
CDDB:1212	TTTHYROID
ACH-001321	TTTHYROID
idCell:784	TTTHYROID
TUHR10TKB	TUHR10TKB
TUHR10TKB_KIDNEY	TUHR10TKB
CDDB:1213	TUHR10TKB
ACH-000459	TUHR10TKB
idCell:919	TUHR10TKB
TUHR14TKB	TUHR14TKB
TUHR14TKB_KIDNEY	TUHR14TKB
CDDB:1214	TUHR14TKB
ACH-000317	TUHR14TKB
idCell:920	TUHR14TKB
TUHR3TKB	TUHR3TKB
CDDB:1215	TUHR3TKB
idCell:1017	TUHR3TKB
TUHR4TKB	TUHR4TKB
TUHR4TKB_KIDNEY	TUHR4TKB
CDDB:1216	TUHR4TKB
ACH-000495	TUHR4TKB
idCell:921	TUHR4TKB
TYKNU	TYKNU
TYKNU_OVARY	TYKNU
TYK-nu	TYKNU
CDDB:1217	TYKNU
ACH-000430	TYKNU
idCell:785	TYKNU
U118MG	U118MG
U118MG_CENTRAL_NERVOUS_SYSTEM	U118MG
U-118-MG	U118MG
U-118 MG	U118MG
CDDB:1218	U118MG
ACH-000040	U118MG
idCell:786	U118MG
U138	U138
U138_CENTRAL_NERVOUS_SYSTEM	U138
CDDB:1219	U138
idCell:1131	U138
U138MG	U138MG
U138MG_CENTRAL_NERVOUS_SYSTEM	U138MG
U-138-MG	U138MG
CDDB:1220	U138MG
ACH-001214	U138MG
idCell:922	U138MG
U178	U178
U178_CENTRAL_NERVOUS_SYSTEM	U178
CDDB:1221	U178
ACH-000208	U178
idCell:1090	U178
U251	U251
CDDB:1222	U251
idCell:1132	U251
U251MG	U251MG
U251MG_CENTRAL_NERVOUS_SYSTEM	U251MG
U-251 MG	U251MG
CDDB:1223	U251MG
ACH-000232	U251MG
idCell:787	U251MG
U266	U266
U266_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266
U-266	U266
CDDB:1224	U266
idCell:1133	U266
U266B1	U266B1
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1
CDDB:1225	U266B1
ACH-000626	U266B1
idCell:788	U266B1
U2OS	U2OS
U2OS_BONE	U2OS
U-2-OS	U2OS
U-2 OS	U2OS
CDDB:1226	U2OS
ACH-000364	U2OS
idCell:789	U2OS
U343	U343
U343_CENTRAL_NERVOUS_SYSTEM	U343
CDDB:1227	U343
ACH-000036	U343
idCell:1091	U343
U345	U345
U345_CENTRAL_NERVOUS_SYSTEM	U345
CDDB:1228	U345
idCell:1134	U345
U373MG	U373MG
U373MG_CENTRAL_NERVOUS_SYSTEM	U373MG
CDDB:1229	U373MG
idCell:1135	U373MG
U87MG	U87MG
U87MG_CENTRAL_NERVOUS_SYSTEM	U87MG
U-87 MG	U87MG
U-87-MG	U87MG
CDDB:1230	U87MG
ACH-000075	U87MG
idCell:790	U87MG
U937	U937
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U937
U-937	U937
CDDB:1231	U937
ACH-000406	U937
idCell:791	U937
UACC257	UACC257
UACC257_SKIN	UACC257
UACC-257	UACC257
CDDB:1232	UACC257
ACH-000579	UACC257
idCell:792	UACC257
UACC62	UACC62
UACC62_SKIN	UACC62
UACC-62	UACC62
CDDB:1233	UACC62
ACH-000425	UACC62
idCell:793	UACC62
UACC812	UACC812
UACC812_BREAST	UACC812
UACC-812	UACC812
CDDB:1234	UACC812
ACH-000568	UACC812
idCell:794	UACC812
UACC893	UACC893
UACC893_BREAST	UACC893
UACC-893	UACC893
CDDB:1235	UACC893
ACH-000554	UACC893
idCell:795	UACC893
UBLC1	UBLC1
UBLC1_URINARY_TRACT	UBLC1
U-BLC1	UBLC1
CDDB:1236	UBLC1
ACH-000741	UBLC1
idCell:923	UBLC1
UCH1	UCH1
CDDB:1237	UCH1
idCell:1190	UCH1
UMRC2	UMRC2
UMRC2_KIDNEY	UMRC2
CDDB:1239	UMRC2
ACH-001224	UMRC2
idCell:1136	UMRC2
UMRC6	UMRC6
UMRC6_KIDNEY	UMRC6
CDDB:1240	UMRC6
ACH-001225	UMRC6
UMRC6NEO	UMRC6NEO
CDDB:1241	UMRC6NEO
idCell:1137	UMRC6NEO
UMRC6VHL	UMRC6VHL
UMRC6_KIDNEY_VHL	UMRC6VHL
CDDB:1242	UMRC6VHL
idCell:1138	UMRC6VHL
UMUC1	UMUC1
UMUC1_URINARY_TRACT	UMUC1
UM-UC-1	UMUC1
CDDB:1243	UMUC1
ACH-000834	UMUC1
idCell:1001	UMUC1
UMUC3	UMUC3
UMUC3_URINARY_TRACT	UMUC3
UM-UC-3	UMUC3
CDDB:1244	UMUC3
ACH-000522	UMUC3
idCell:796	UMUC3
UO31	UO31
UO31_KIDNEY	UO31
UO-31	UO31
CDDB:1245	UO31
ACH-000428	UO31
idCell:1177	UO31
UOK101	UOK101
UOK101_KIDNEY	UOK101
CDDB:1246	UOK101
ACH-000262	UOK101
UT7	UT7
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT7
UT-7	UT7
CDDB:1247	UT7
ACH-001230	UT7
idCell:1060	UT7
UTMC2	UTMC2
UTMC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UTMC2
CDDB:1248	UTMC2
idCell:1139	UTMC2
VCAP	VCAP
VCAP_PROSTATE	VCAP
VCaP	VCAP
CDDB:1249	VCAP
ACH-000115	VCAP
idCell:797	VCAP
VMCUB1	VMCUB1
VMCUB1_URINARY_TRACT	VMCUB1
VM-CUB-1	VMCUB1
VM-CUB1	VMCUB1
CDDB:1250	VMCUB1
ACH-000545	VMCUB1
idCell:798	VMCUB1
VMRCLCD	VMRCLCD
VMRCLCD_LUNG	VMRCLCD
VMRC-LCD	VMRCLCD
CDDB:1251	VMRCLCD
ACH-001233	VMRCLCD
idCell:799	VMRCLCD
VMRCLCP	VMRCLCP
VMRCLCP_LUNG	VMRCLCP
VMRC-LCP	VMRCLCP
CDDB:1252	VMRCLCP
ACH-001234	VMRCLCP
idCell:800	VMRCLCP
VMRCRCW	VMRCRCW
VMRCRCW_KIDNEY	VMRCRCW
VMRC-RCW	VMRCRCW
CDDB:1253	VMRCRCW
ACH-000484	VMRCRCW
idCell:801	VMRCRCW
VMRCRCZ	VMRCRCZ
VMRCRCZ_KIDNEY	VMRCRCZ
VMRC-RCZ	VMRCRCZ
CDDB:1254	VMRCRCZ
ACH-000171	VMRCRCZ
idCell:802	VMRCRCZ
WM115	WM115
WM115_SKIN	WM115
WM-115	WM115
CDDB:1255	WM115
ACH-000304	WM115
idCell:803	WM115
WM1799	WM1799
WM1799_SKIN	WM1799
CDDB:1256	WM1799
ACH-000661	WM1799
idCell:1004	WM1799
WM1930	WM1930
WM1930_SKIN	WM1930
CDDB:1257	WM1930
idCell:1140	WM1930
WM1960	WM1960
WM1960_SKIN	WM1960
CDDB:1258	WM1960
idCell:1141	WM1960
WM1976	WM1976
WM1976_SKIN	WM1976
CDDB:1259	WM1976
idCell:1142	WM1976
WM2664	WM2664
WM2664_SKIN	WM2664
WM-266-4	WM2664
CDDB:1260	WM2664
ACH-001239	WM2664
idCell:804	WM2664
WM3163	WM3163
WM3163_SKIN	WM3163
CDDB:1261	WM3163
idCell:1143	WM3163
WM3244	WM3244
CDDB:1262	WM3244
idCell:1018	WM3244
WM3453	WM3453
WM3453_SKIN	WM3453
CDDB:1263	WM3453
idCell:1144	WM3453
WM3506	WM3506
CDDB:1264	WM3506
idCell:1019	WM3506
WM3627	WM3627
WM3627_SKIN	WM3627
CDDB:1265	WM3627
idCell:1145	WM3627
WM3629	WM3629
WM3629_SKIN	WM3629
CDDB:1266	WM3629
idCell:1146	WM3629
WM3670	WM3670
WM3670_SKIN	WM3670
CDDB:1267	WM3670
idCell:1147	WM3670
WM3682	WM3682
WM3682_SKIN	WM3682
CDDB:1268	WM3682
idCell:1148	WM3682
WM3702	WM3702
WM3702_SKIN	WM3702
CDDB:1269	WM3702
idCell:1149	WM3702
WM793	WM793
WM793_SKIN	WM793
WM-793	WM793
CDDB:1270	WM793
ACH-000827	WM793
idCell:924	WM793
WM88	WM88
WM88_SKIN	WM88
WM-88	WM88
CDDB:1271	WM88
ACH-000899	WM88
idCell:1009	WM88
WM939B	WM939B
CDDB:1272	WM939B
idCell:1157	WM939B
WM983B	WM983B
WM983B_SKIN	WM983B
WM-983B	WM983B
CDDB:1273	WM983B
ACH-000765	WM983B
idCell:1007	WM983B
WSUDLCL2	WSUDLCL2
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSUDLCL2
WSU-DLCL2	WSUDLCL2
CDDB:1274	WSUDLCL2
ACH-000534	WSUDLCL2
idCell:805	WSUDLCL2
XG1	XG1
XG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	XG1
CDDB:1275	XG1
idCell:1150	XG1
XG6	XG6
XG6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	XG6
CDDB:1276	XG6
idCell:1151	XG6
YAPC	YAPC
YAPC_PANCREAS	YAPC
CDDB:1277	YAPC
ACH-000332	YAPC
idCell:808	YAPC
YD10B	YD10B
YD10B_UPPER_AERODIGESTIVE_TRACT	YD10B
YD-10B	YD10B
CDDB:1278	YD10B
ACH-000723	YD10B
idCell:925	YD10B
YD15	YD15
YD15_SALIVARY_GLAND	YD15
YD-15	YD15
CDDB:1279	YD15
ACH-000836	YD15
idCell:926	YD15
YD38	YD38
YD38_UPPER_AERODIGESTIVE_TRACT	YD38
YD-38	YD38
CDDB:1280	YD38
ACH-000762	YD38
idCell:927	YD38
YD8	YD8
YD8_UPPER_AERODIGESTIVE_TRACT	YD8
YD-8	YD8
CDDB:1281	YD8
ACH-000630	YD8
idCell:928	YD8
YH13	YH13
YH13_CENTRAL_NERVOUS_SYSTEM	YH13
YH-13	YH13
CDDB:1282	YH13
ACH-000469	YH13
idCell:809	YH13
YKG1	YKG1
YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1
YKG-1	YKG1
CDDB:1283	YKG1
ACH-000570	YKG1
idCell:810	YKG1
YMB1	YMB1
YMB1_BREAST	YMB1
YMB-1	YMB1
CDDB:1284	YMB1
ACH-001249	YMB1
idCell:811	YMB1
ZR751	ZR751
ZR751_BREAST	ZR751
ZR-75-1	ZR751
CDDB:1285	ZR751
ACH-000097	ZR751
idCell:812	ZR751
ZR7530	ZR7530
ZR7530_BREAST	ZR7530
ZR-75-30	ZR7530
CDDB:1286	ZR7530
ACH-000828	ZR7530
idCell:813	ZR7530
201T	201T
201T_LUNG	201T
CDDB:107522	201T
ACH-002089	201T
HEK293T	HEK293T
HEK 293T	HEK293T
CDDB:107962	HEK293T
NCI322	NCI322
CDDB:108079	NCI322
idCell:1122	NCI322
380	380
CDDB:108227	380
A388	A388
A388_SKIN	A388
CDDB:118487	A388
ACH-001442	A388
A431	A431
A431_SKIN	A431
CDDB:118494	A431
ACH-001328	A431
ACN	ACN
ACN_AUTONOMIC_GANGLIA	ACN
CDDB:118757	ACN
ACH-002389	ACN
ALLPO	ALLPO
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ALLPO
ALL-PO	ALLPO
CDDB:118925	ALLPO
ACH-002209	ALLPO
ARH77	ARH77
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ARH77
ARH-77	ARH77
CDDB:119286	ARH77
ACH-002210	ARH77
ATN1	ATN1
ATN1_HAEMATOPOIETIC_AND_LYMPHOID	ATN1
ATN-1	ATN1
CDDB:119405	ATN1
ACH-002058	ATN1
BALL1	BALL1
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BALL1
BALL-1	BALL1
CDDB:119707	BALL1
ACH-002211	BALL1
BB30HNC	BB30HNC
BB30HNC_HEAD_AND_NECK	BB30HNC
BB30-HNC	BB30HNC
CDDB:119828	BB30HNC
ACH-002212	BB30HNC
BB49HNC	BB49HNC
BB49HNC_HEAD_AND_NECK	BB49HNC
BB49-HNC	BB49HNC
CDDB:119841	BB49HNC
ACH-002213	BB49HNC
BB65RCC	BB65RCC
BB65RCC_KIDNEY	BB65RCC
BB65-RCC	BB65RCC
CDDB:119847	BB65RCC
ACH-002090	BB65RCC
BC3	BC3
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BC3
BC-3	BC3
CDDB:119876	BC3
ACH-002215	BC3
BE13	BE13
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BE13
BE-13	BE13
CDDB:119940	BE13
ACH-002216	BE13
C10	C10
C10_LARGE_INTESTINE	C10
CDDB:120689	C10
ACH-001454	C10
C125PM	C125PM
C125PM_LARGE_INTESTINE	C125PM
CDDB:120774	C125PM
ACH-001456	C125PM
C33A	C33A
C33A_CERVIX	C33A
C-33-A	C33A
CDDB:120845	C33A
ACH-001333	C33A
C4I	C4I
C4I_CERVIX	C4I
CDDB:120860	C4I
ACH-001334	C4I
C75	C75
C75_LARGE_INTESTINE	C75
CDDB:120876	C75
ACH-001458	C75
C80	C80
C80_LARGE_INTESTINE	C80
CDDB:120881	C80
ACH-001459	C80
C84	C84
C84_LARGE_INTESTINE	C84
CDDB:120884	C84
ACH-001460	C84
C99	C99
C99_LARGE_INTESTINE	C99
CDDB:120935	C99
ACH-001461	C99
Ca9-22	Ca9-22
CDDB:121001	Ca9-22
CAL39	CAL39
CAL39_CERVIX	CAL39
CAL-39	CAL39
CDDB:121076	CAL39
ACH-002091	CAL39
CAL72	CAL72
CAL72_BONE	CAL72
CAL-72	CAL72
CDDB:121077	CAL72
ACH-001715	CAL72
CaR-1	CaR-1
CDDB:121128	CaR-1
Ca-Ski	Ca-Ski
CDDB:121158	Ca-Ski
COLO320HSR	COLO320HSR
COLO320HSR_LARGE_INTESTINE	COLO320HSR
COLO-320-HSR	COLO320HSR
CDDB:121805	COLO320HSR
ACH-002219	COLO320HSR
COLO824	COLO824
COLO824_BREAST	COLO824
COLO-824	COLO824
CDDB:121808	COLO824
ACH-001820	COLO824
COR-L96CAR	COR-L96CAR
CDDB:122016	COR-L96CAR
CP50MELB	CP50MELB
CP50MELB_SKIN	CP50MELB
CDDB:122052	CP50MELB
ACH-002096	CP50MELB
CP66MEL	CP66MEL
CP66MEL_SKIN	CP66MEL
CP66-MEL	CP66MEL
CDDB:122054	CP66MEL
ACH-002097	CP66MEL
CP67MEL	CP67MEL
CP67MEL_SKIN	CP67MEL
CP67-MEL	CP67MEL
CDDB:122055	CP67MEL
ACH-002098	CP67MEL
CTB1	CTB1
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CTB1
CTB-1	CTB1
CDDB:122195	CTB1
ACH-002221	CTB1
CTV1	CTV1
CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CTV1
CTV-1	CTV1
CDDB:122197	CTV1
ACH-002222	CTV1
D245MG	D245MG
D245MG_NERVOUS_SYSTEM	D245MG
D-245MG	D245MG
CDDB:122327	D245MG
ACH-002223	D245MG
D247MG	D247MG
D247MG_NERVOUS_SYSTEM	D247MG
D-247MG	D247MG
CDDB:122328	D247MG
ACH-002224	D247MG
D263MG	D263MG
D263MG_NERVOUS_SYSTEM	D263MG
D-263MG	D263MG
CDDB:122331	D263MG
ACH-002225	D263MG
D336MG	D336MG
D336MG_NERVOUS_SYSTEM	D336MG
D-336MG	D336MG
CDDB:122338	D336MG
ACH-002226	D336MG
D392MG	D392MG
D392MG_NERVOUS_SYSTEM	D392MG
D-392MG	D392MG
CDDB:122341	D392MG
ACH-002227	D392MG
D-397MG	D-397MG
CDDB:122342	D-397MG
D423MG	D423MG
D423MG_NERVOUS_SYSTEM	D423MG
D-423MG	D423MG
CDDB:122349	D423MG
ACH-002228	D423MG
D502MG	D502MG
D502MG_NERVOUS_SYSTEM	D502MG
D-502MG	D502MG
CDDB:122352	D502MG
ACH-002229	D502MG
D-538MG	D-538MG
CDDB:122353	D-538MG
D542MG	D542MG
D542MG_NERVOUS_SYSTEM	D542MG
D-542MG	D542MG
CDDB:122354	D542MG
ACH-002230	D542MG
